method,k,avg_solve_time_sec,avg_api_total_time_sec,avg_preparation_time_sec,avg_transfer_setup_time_sec,avg_iteration_time_sec,avg_rayleigh_ritz_time_sec,avg_iterations,avg_matvecs,last_first_eigenvalue,last_max_relative_residual,last_relative_fixed_point_residual,eigenvalue_abs_residual,status,error,tol,maxiter
PRIMME_CUBLAS,50,2.3734445523470642,2.3891350294463338,0,0.015690477099269629,0,0,940.20000000000005,5001,-40.190776252600642,nan,nan,0,-3,dprimme returned -3,9.9999999999999998e-13,5000
IPT_CUDA_BLOCK_CLUSTER,50,nan,5.9684382721781732,0,0,0,0,0,0,nan,nan,nan,nan,1,invalid argument,9.9999999999999998e-13,1000
