davidson_step,pair_index,residual,selected_by_residual,selected_forced,skipped_converged,skipped_active_tol,skipped_linear_dependent,skipped_locked_old_logic_should_not_happen,correction_norm_before_ortho,correction_norm_after_ortho
1,29,0.0011665224870943268,1,0,0,0,0,0,0.062234352258225226,0.061746901848678683
1,28,6.4366049752160947e-11,1,0,0,0,0,0,3.2426515397880366e-09,2.8677178728108043e-09
2,29,6.1013198998292284e-05,1,0,0,0,0,0,0.0055052604312902514,0.0042973514175581769
2,28,1.3524773463711008e-11,1,0,0,0,0,0,6.3243751857076472e-10,4.4442286831370595e-10
3,29,2.801133941588177e-05,1,0,0,0,0,0,0.0021798459994839731,0.0011702703121361222
3,28,4.6334290890779628e-12,1,0,0,0,0,0,3.1419048838445928e-10,2.2076795142193138e-10
4,29,9.9151758243484422e-06,1,0,0,0,0,0,0.00042991827879737039,0.00034300092909903332
4,28,2.3962344036570001e-12,1,0,0,0,0,0,1.4819996599884994e-10,8.0793487942968853e-11
5,29,6.2428994980085877e-06,1,0,0,0,0,0,0.0003274752698873787,0.00027289392191398777
5,28,1.3826089064650693e-12,1,0,0,0,0,0,9.9383138270349713e-11,5.8355755855696816e-11
31,28,1.3826089064650693e-12,0,1,0,0,0,0,9.9383138270349713e-11,5.8994937212905467e-11
31,29,6.2428994980085877e-06,0,1,0,0,0,0,0.0003274752698873787,0.00026993724943286178
