davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted
1,29,0.0011665224870943268,6.1013198998292284e-05,1,35,6.1013198998292284e-05,29,1.3524773463711008e-11,6.1013198998292284e-05,1.5987211554602254e-14,0
1,28,6.4366049752160947e-11,1.3524773463711008e-11,1,35,6.1013198998292284e-05,29,1.3524773463711008e-11,6.1013198998292284e-05,1.5987211554602254e-14,0
2,29,6.1013198998292284e-05,2.801133941588177e-05,1,37,2.801133941588177e-05,29,4.6334290890779628e-12,2.801133941588177e-05,1.8207657603852567e-14,0
2,28,1.3524773463711008e-11,4.6334290890779628e-12,1,37,2.801133941588177e-05,29,4.6334290890779628e-12,2.801133941588177e-05,1.8207657603852567e-14,0
3,29,2.801133941588177e-05,9.9151758243484422e-06,1,39,9.9151758243484422e-06,29,2.3962344036570001e-12,9.9151758243484422e-06,1.6431300764452317e-14,0
3,28,4.6334290890779628e-12,2.3962344036570001e-12,1,39,9.9151758243484422e-06,29,2.3962344036570001e-12,9.9151758243484422e-06,1.6431300764452317e-14,0
4,29,9.9151758243484422e-06,6.2428994980085877e-06,1,41,6.2428994980085877e-06,29,1.3826089064650693e-12,6.2428994980085877e-06,1.5765166949677223e-14,0
4,28,2.3962344036570001e-12,1.3826089064650693e-12,1,41,6.2428994980085877e-06,29,1.3826089064650693e-12,6.2428994980085877e-06,1.5765166949677223e-14,0
5,29,6.2428994980085877e-06,6.3472181506937894e-06,0,41,6.2428994980085877e-06,29,1.3826089064650693e-12,6.2428994980085877e-06,1.5765166949677223e-14,0
5,28,1.3826089064650693e-12,1.8188012603135765e-12,0,41,6.2428994980085877e-06,29,1.3826089064650693e-12,6.2428994980085877e-06,1.5765166949677223e-14,0
31,28,1.3826089064650693e-12,1.8195918757948792e-12,0,41,6.2428994980085877e-06,29,1.3826089064650693e-12,6.2428994980085877e-06,1.5765166949677223e-14,0
31,29,6.2428994980085877e-06,6.3472181506700835e-06,0,41,6.2428994980085877e-06,29,1.3826089064650693e-12,6.2428994980085877e-06,1.5765166949677223e-14,0
