i_sorted,j_sorted,i_original,j_original,d_i,d_j,abs_gap,abs_Aij,coupling_over_gap,relation
8,31,7,32,-39.306710145903921,-38.849887097977636,0.45682304792628514,0.011358023322411613,0.024863069790306183,boundary_around_k
8,32,7,31,-39.306710145903921,-38.8498870979776,0.45682304792632067,0.034075978566880355,0.074593387355482876,boundary_around_k
8,33,7,33,-39.306710145903921,-38.554923411530481,0.75178673437343946,0,0,boundary_around_k
8,34,7,34,-39.306710145903921,-38.55492341153046,0.75178673437346077,0,0,boundary_around_k
8,35,7,35,-39.306710145903921,-38.550977098652851,0.75573304725106993,0,0,boundary_around_k
8,36,7,36,-39.306710145903921,-38.550977098652851,0.75573304725106993,0.0090580826119977167,0.011985823095795408,boundary_around_k
8,37,7,38,-39.306710145903921,-38.54465348332868,0.7620566625752403,0.0022368568734181657,0.0029352894387919791,boundary_around_k
8,38,7,37,-39.306710145903921,-38.544653483328673,0.7620566625752474,0,0,boundary_around_k
8,39,7,39,-39.306710145903921,-38.542596000718476,0.76411414518544518,0,0,boundary_around_k
8,40,7,40,-39.306710145903921,-38.54259600071844,0.76411414518548071,0.0022368568734181791,0.0029273857675743008,outside_candidate
8,41,7,41,-39.306710145903921,-38.535240611890295,0.77146953401362595,0,0,outside_candidate
8,42,7,42,-39.306710145903921,-38.535240611890295,0.77146953401362595,0.01043574997053786,0.013527105751338121,outside_candidate
8,43,7,43,-39.306710145903921,-38.534816247467923,0.77189389843599798,0.011012454504331354,0.014266798230488226,outside_candidate
8,44,7,44,-39.306710145903921,-38.534816247467916,0.77189389843600509,0.015005216605580967,0.019439480783543201,outside_candidate
8,45,7,46,-39.306710145903921,-38.533618953666618,0.77309119223730249,0,0,outside_candidate
8,46,7,45,-39.306710145903921,-38.53361895366659,0.77309119223733092,0.0026239375755860287,0.0033940854609820822,outside_candidate
8,47,7,48,-39.306710145903921,-38.524052346743474,0.78265779916044664,0,0,outside_candidate
8,48,7,47,-39.306710145903921,-38.524052346743467,0.78265779916045375,0,0,outside_candidate
8,49,7,50,-39.306710145903921,-38.523632256885385,0.7830778890185357,0.008494910513830084,0.010848104170681043,outside_candidate
8,50,7,49,-39.306710145903921,-38.523632256885378,0.78307788901854281,0.0005023606931623309,0.0006415207225324112,outside_candidate
8,51,7,51,-39.306710145903921,-38.523208436758658,0.78350170914526274,0.026402785773077718,0.033698440558452683,outside_candidate
8,52,7,52,-39.306710145903921,-38.523208436758608,0.78350170914531247,0.011825682408723804,0.015093371553233649,outside_candidate
8,53,7,53,-39.306710145903921,-38.518048551255639,0.788661594648282,0,0,outside_candidate
8,54,7,54,-39.306710145903921,-38.518048551255639,0.788661594648282,0.0090580826119975779,0.011485385713548273,outside_candidate
8,55,7,56,-39.306710145903921,-38.516905789642834,0.78980435626108658,0,0,outside_candidate
8,56,7,55,-39.306710145903921,-38.51690578964282,0.78980435626110079,0.003286988183478614,0.004161775200935928,outside_candidate
8,57,7,58,-39.306710145903921,-38.515389665287053,0.79132048061686788,0.01459862330005118,0.018448433545749928,outside_candidate
8,58,7,57,-39.306710145903921,-38.515389665287046,0.79132048061687499,0,0,outside_candidate
8,59,7,59,-39.306710145903921,-38.511524460429108,0.79518568547481294,0.0045481539592959726,0.0057196124658358593,outside_candidate
8,60,7,60,-39.306710145903921,-38.511524460429087,0.79518568547483426,0,0,outside_candidate
8,61,7,61,-39.306710145903921,-38.509119151636938,0.79759099426698299,0,0,outside_candidate
8,62,7,62,-39.306710145903921,-38.509119151636924,0.7975909942669972,0.018402387765657918,0.023072461823080259,outside_candidate
8,63,7,63,-39.306710145903921,-38.505838792892362,0.80087135301155854,0.0097773641576746582,0.012208407905849452,outside_candidate
8,64,7,64,-39.306710145903921,-38.505838792892334,0.80087135301158696,0.006148314217158851,0.0076770310163284082,outside_candidate
8,65,7,65,-39.306710145903921,-38.505450543172927,0.80125960273099395,0.002126989437552484,0.0026545571875867752,outside_candidate
8,66,7,66,-39.306710145903921,-38.505450543172927,0.80125960273099395,0,0,outside_candidate
8,67,7,67,-39.306710145903921,-38.505185035088573,0.80152511081534783,0,0,outside_candidate
8,68,7,68,-39.306710145903921,-38.505185035088566,0.80152511081535494,0,0,outside_candidate
8,69,7,69,-39.306710145903921,-38.504728618791212,0.80198152711270865,0.0054004930109495756,0.0067339369154703769,outside_candidate
8,70,7,70,-39.306710145903921,-38.504728618791177,0.80198152711274417,0,0,outside_candidate
8,71,7,71,-39.306710145903921,-38.503398960835597,0.80331118506832411,0,0,outside_candidate
8,72,7,72,-39.306710145903921,-38.503398960835582,0.80331118506833832,0,0,outside_candidate
8,73,7,73,-39.306710145903921,-38.502271396240452,0.8044387496634684,0,0,outside_candidate
8,74,7,74,-39.306710145903921,-38.502271396240452,0.8044387496634684,0,0,outside_candidate
8,75,7,75,-39.306710145903921,-38.49993133983368,0.80677880607024122,0,0,outside_candidate
8,76,7,76,-39.306710145903921,-38.499931339833665,0.80677880607025543,0,0,outside_candidate
8,77,7,77,-39.306710145903921,-38.498654701535017,0.80805544436890386,1.3877787807814457e-17,1.7174301472163328e-17,outside_candidate
8,78,7,78,-39.306710145903921,-38.498654701535017,0.80805544436890386,0,0,outside_candidate
8,79,7,79,-39.306710145903921,-38.498389193450677,0.80832095245324354,0.0066233161902464355,0.0081939187276350526,outside_candidate
9,10,9,10,-39.303093451198514,-39.303093451198471,4.2632564145606011e-14,0.063952002399967303,1500074032177.551,inside_requested_k
9,11,9,11,-39.303093451198514,-39.300636228647768,0.0024572225507455414,0.01015362386682485,4.1321547630043352,inside_requested_k
9,12,9,12,-39.303093451198514,-39.300636228647768,0.0024572225507455414,0.0020643552820609266,0.840117343638485,inside_requested_k
9,13,9,13,-39.303093451198514,-39.300179812350393,0.0029136388481205699,0.0081466353750605479,2.7960347180006537,inside_requested_k
9,14,9,14,-39.303093451198514,-39.300179812350372,0.0029136388481418862,0.014639729892390979,5.0245519968019261,inside_requested_k
9,15,9,16,-39.303093451198514,-39.299914304266025,0.0031791469324886634,0.040533022040789686,12.749653571079236,inside_requested_k
9,16,9,15,-39.303093451198514,-39.299914304266018,0.0031791469324957689,0.0054860307530330502,1.7256298213075283,inside_requested_k
9,17,9,17,-39.303093451198514,-39.29384038700988,0.0092530641886341414,0.008552624814026525,0.92430190039446714,inside_requested_k
9,18,9,18,-39.303093451198514,-39.293840387009858,0.0092530641886554577,0.031923807684397898,3.4500795664572901,inside_requested_k
9,19,9,20,-39.303093451198514,-39.258241397843484,0.044852053355029398,0.022530903177309637,0.50233827644332762,inside_requested_k
9,20,9,22,-39.303093451198514,-39.258241397843484,0.044852053355029398,0.0085136355560451772,0.18981595978794844,inside_requested_k
9,21,9,19,-39.303093451198514,-39.258241397843477,0.044852053355036503,0.010068237625515713,0.22447662642818861,inside_requested_k
9,22,9,21,-39.303093451198514,-39.25824139784347,0.044852053355043608,0.0072107988882775548,0.16076853452388712,inside_requested_k
9,23,9,23,-39.303093451198514,-39.258241397843463,0.044852053355050714,0.019051983627605643,0.42477394461273266,inside_requested_k
9,24,9,24,-39.303093451198514,-39.258241397843463,0.044852053355050714,0.0060974041422263044,0.13594481603682668,inside_requested_k
9,25,9,28,-39.303093451198514,-38.938673149076706,0.36442030212180754,0.021146691388557959,0.058028302115532726,inside_requested_k
9,26,9,30,-39.303093451198514,-38.938673149076692,0.36442030212182175,0.007723130105325853,0.021192919440432532,inside_requested_k
9,27,9,29,-39.303093451198514,-38.938673149076685,0.36442030212182885,0.0058605643208165629,0.016081882065004507,inside_requested_k
9,28,9,25,-39.303093451198514,-38.938673149076664,0.36442030212185017,0.0050367587425628035,0.013821290178500201,inside_requested_k
9,29,9,26,-39.303093451198514,-38.938673149076664,0.36442030212185017,0.0013958802366227231,0.0038304129284103018,inside_requested_k
9,30,9,27,-39.303093451198514,-38.938673149076664,0.36442030212185017,0.001839509659604629,0.005047769426933732,boundary_around_k
9,31,9,32,-39.303093451198514,-38.849887097977636,0.4532063532208781,0.01447953630690595,0.031949102663724339,boundary_around_k
9,32,9,31,-39.303093451198514,-38.8498870979776,0.45320635322091363,0.043441042058692279,0.095852676711081136,boundary_around_k
9,33,9,33,-39.303093451198514,-38.554923411530481,0.74817003966803242,0.0026239375755860287,0.0035071406718588808,boundary_around_k
9,34,9,34,-39.303093451198514,-38.55492341153046,0.74817003966805373,0,0,boundary_around_k
9,35,9,35,-39.303093451198514,-38.550977098652851,0.75211635254566289,0.011012454504331354,0.014641955951440053,boundary_around_k
9,36,9,36,-39.303093451198514,-38.550977098652851,0.75211635254566289,0.0087174663619002529,0.011590582138514258,boundary_around_k
9,37,9,38,-39.303093451198514,-38.54465348332868,0.75843996786983325,0.00023280175136822565,0.00030694815836522488,boundary_around_k
9,38,9,37,-39.303093451198514,-38.544653483328673,0.75843996786984036,0.0097773641576746582,0.012891414708978786,boundary_around_k
9,39,9,39,-39.303093451198514,-38.542596000718476,0.76049745048003814,0,0,boundary_around_k
9,40,9,40,-39.303093451198514,-38.54259600071844,0.76049745048007367,0.0082175073315244249,0.010805437054834331,outside_candidate
9,41,9,41,-39.303093451198514,-38.535240611890295,0.7678528393082189,0.025785560641586377,0.033581383465114675,outside_candidate
9,42,9,42,-39.303093451198514,-38.535240611890295,0.7678528393082189,0.016281612991532513,0.021204079946101514,outside_candidate
9,43,9,43,-39.303093451198514,-38.534816247467923,0.76827720373059094,0,0,outside_candidate
9,44,9,44,-39.303093451198514,-38.534816247467916,0.76827720373059805,0.0090580826119978034,0.011790122846302863,outside_candidate
9,45,9,46,-39.303093451198514,-38.533618953666618,0.76947449753189545,0,0,outside_candidate
9,46,9,45,-39.303093451198514,-38.53361895366659,0.76947449753192387,0,0,outside_candidate
9,47,9,48,-39.303093451198514,-38.524052346743474,0.7790411044550396,0.0026239375755860131,0.0033681631952161609,outside_candidate
9,48,9,47,-39.303093451198514,-38.524052346743467,0.77904110445504671,0,0,outside_candidate
9,49,9,50,-39.303093451198514,-38.523632256885385,0.77946119431312866,0.014446471375557463,0.018533919944902302,outside_candidate
9,50,9,49,-39.303093451198514,-38.523632256885378,0.77946119431313576,0,0,outside_candidate
9,51,9,51,-39.303093451198514,-38.523208436758658,0.77988501443985569,0,0,outside_candidate
9,52,9,52,-39.303093451198514,-38.523208436758608,0.77988501443990543,0.012702281172887197,0.016287376905183476,outside_candidate
9,53,9,53,-39.303093451198514,-38.518048551255639,0.78504489994287496,0,0,outside_candidate
9,54,9,54,-39.303093451198514,-38.518048551255639,0.78504489994287496,0.023841708860225543,0.03036986656681729,outside_candidate
9,55,9,56,-39.303093451198514,-38.516905789642834,0.78618766155567954,0.0010583777579306608,0.001346215171879423,outside_candidate
9,56,9,55,-39.303093451198514,-38.51690578964282,0.78618766155569375,0,0,outside_candidate
9,57,9,58,-39.303093451198514,-38.515389665287053,0.78770378591146084,0.0022368568734181761,0.0028397183223258017,outside_candidate
9,58,9,57,-39.303093451198514,-38.515389665287046,0.78770378591146795,0,0,outside_candidate
9,59,9,59,-39.303093451198514,-38.511524460429108,0.7915689907694059,0.0066233161902465578,0.0083673264964670823,outside_candidate
9,60,9,60,-39.303093451198514,-38.511524460429087,0.79156899076942722,0,0,outside_candidate
9,61,9,61,-39.303093451198514,-38.509119151636938,0.79397429956157595,0.0064549069085648786,0.008129868828410703,outside_candidate
9,62,9,62,-39.303093451198514,-38.509119151636924,0.79397429956159016,0.0054604551689964743,0.0068773701768578416,outside_candidate
9,63,9,63,-39.303093451198514,-38.505838792892362,0.7972546583061515,0,0,outside_candidate
9,64,9,64,-39.303093451198514,-38.505838792892334,0.79725465830617992,0.0022368568734182212,0.0028056993460164547,outside_candidate
9,65,9,65,-39.303093451198514,-38.505450543172927,0.79764290802558691,0.018002072054180158,0.022569086834534589,outside_candidate
9,66,9,66,-39.303093451198514,-38.505450543172927,0.79764290802558691,0,0,outside_candidate
9,67,9,67,-39.303093451198514,-38.505185035088573,0.79790841610994079,0,0,outside_candidate
9,68,9,68,-39.303093451198514,-38.505185035088566,0.79790841610994789,0,0,outside_candidate
9,69,9,69,-39.303093451198514,-38.504728618791212,0.79836483240730161,0.0034333098094969121,0.0043004271607812268,outside_candidate
9,70,9,70,-39.303093451198514,-38.504728618791177,0.79836483240733713,0,0,outside_candidate
9,71,9,71,-39.303093451198514,-38.503398960835597,0.79969449036291707,0.02797279704085695,0.034979354463430583,outside_candidate
9,72,9,72,-39.303093451198514,-38.503398960835582,0.79969449036293128,0,0,outside_candidate
9,73,9,73,-39.303093451198514,-38.502271396240452,0.80082205495806136,1.5612511283791264e-17,1.9495606030242117e-17,outside_candidate
9,74,9,74,-39.303093451198514,-38.502271396240452,0.80082205495806136,0,0,outside_candidate
9,75,9,75,-39.303093451198514,-38.49993133983368,0.80316211136483417,0.015143782955472689,0.018855200888072854,outside_candidate
9,76,9,76,-39.303093451198514,-38.499931339833665,0.80316211136484839,0,0,outside_candidate
9,77,9,77,-39.303093451198514,-38.498654701535017,0.80443874966349682,0,0,outside_candidate
9,78,9,78,-39.303093451198514,-38.498654701535017,0.80443874966349682,0,0,outside_candidate
9,79,9,79,-39.303093451198514,-38.498389193450677,0.80470425774783649,0.0066769139444585457,0.0082973513314637329,outside_candidate
10,11,10,11,-39.303093451198471,-39.300636228647768,0.0024572225507029088,0.0020643552820609032,0.84011734365305135,inside_requested_k
10,12,10,12,-39.303093451198471,-39.300636228647768,0.0024572225507029088,0.01015362386682485,4.1321547630760271,inside_requested_k
10,13,10,13,-39.303093451198471,-39.300179812350393,0.0029136388480779374,0.014639729892391035,5.0245519969122245,inside_requested_k
10,14,10,14,-39.303093451198471,-39.300179812350372,0.0029136388480992537,0.00814663537506056,2.7960347180211138,inside_requested_k
10,15,10,16,-39.303093451198471,-39.299914304266025,0.0031791469324460309,0.0054860307530330034,1.7256298213345111,inside_requested_k
10,16,10,15,-39.303093451198471,-39.299914304266018,0.0031791469324531363,0.040533022040789707,12.749653571221721,inside_requested_k
10,17,10,17,-39.303093451198471,-39.29384038700988,0.0092530641885915088,0.031923807684397884,3.4500795664811323,inside_requested_k
10,18,10,18,-39.303093451198471,-39.293840387009858,0.0092530641886128251,0.008552624814026525,0.92430190039659643,inside_requested_k
10,19,10,20,-39.303093451198471,-39.258241397843484,0.044852053354986765,0.019051983627605643,0.42477394461333828,inside_requested_k
10,20,10,22,-39.303093451198471,-39.258241397843484,0.044852053354986765,0.01006823762551577,0.22447662642843882,inside_requested_k
10,21,10,19,-39.303093451198471,-39.258241397843477,0.04485205335499387,0.0085136355560451581,0.18981595978809834,inside_requested_k
10,22,10,21,-39.303093451198471,-39.25824139784347,0.044852053355000976,0.0060974041422263174,0.13594481603697772,inside_requested_k
10,23,10,23,-39.303093451198471,-39.258241397843463,0.044852053355008081,0.022530903177309641,0.50233827644356643,inside_requested_k
10,24,10,24,-39.303093451198471,-39.258241397843463,0.044852053355008081,0.0072107988882775557,0.16076853452401446,inside_requested_k
10,25,10,28,-39.303093451198471,-38.938673149076706,0.36442030212176491,0.0050367587425627922,0.013821290178503403,inside_requested_k
10,26,10,30,-39.303093451198471,-38.938673149076692,0.36442030212177912,0.0018395096596046294,0.0050477694269347173,inside_requested_k
10,27,10,29,-39.303093451198471,-38.938673149076685,0.36442030212178622,0.0013958802366227617,0.0038304129284110803,inside_requested_k
10,28,10,25,-39.303093451198471,-38.938673149076664,0.36442030212180754,0.021146691388557962,0.058028302115532733,inside_requested_k
10,29,10,26,-39.303093451198471,-38.938673149076664,0.36442030212180754,0.0058605643208165629,0.016081882065005448,inside_requested_k
10,30,10,27,-39.303093451198471,-38.938673149076664,0.36442030212180754,0.0077231301053258547,0.021192919440433364,boundary_around_k
10,31,10,32,-39.303093451198471,-38.849887097977636,0.45320635322083547,0.043441042058692224,0.09585267671109754,boundary_around_k
10,32,10,31,-39.303093451198471,-38.8498870979776,0.45320635322087099,0.01447953630690595,0.031949102663724839,boundary_around_k
10,33,10,33,-39.303093451198471,-38.554923411530481,0.74817003966798978,0,0,boundary_around_k
10,34,10,34,-39.303093451198471,-38.55492341153046,0.7481700396680111,0.0026239375755860309,0.0035071406718589835,boundary_around_k
10,35,10,35,-39.303093451198471,-38.550977098652851,0.75211635254562026,0.0087174663619002113,0.01159058213851486,boundary_around_k
10,36,10,36,-39.303093451198471,-38.550977098652851,0.75211635254562026,0.011012454504331342,0.014641955951440867,boundary_around_k
10,37,10,38,-39.303093451198471,-38.54465348332868,0.75843996786979062,0.0097773641576746704,0.012891414708979648,boundary_around_k
10,38,10,37,-39.303093451198471,-38.544653483328673,0.75843996786979773,0.00023280175136822421,0.00030694815836523735,boundary_around_k
10,39,10,39,-39.303093451198471,-38.542596000718476,0.76049745047999551,0.0082175073315243936,0.010805437054835401,boundary_around_k
10,40,10,40,-39.303093451198471,-38.54259600071844,0.76049745048003103,0,0,outside_candidate
10,41,10,41,-39.303093451198471,-38.535240611890295,0.76785283930817627,0.016281612991532531,0.021204079946102714,outside_candidate
10,42,10,42,-39.303093451198471,-38.535240611890295,0.76785283930817627,0.025785560641586384,0.033581383465116549,outside_candidate
10,43,10,43,-39.303093451198471,-38.534816247467923,0.76827720373054831,0.0090580826119977982,0.011790122846303619,outside_candidate
10,44,10,44,-39.303093451198471,-38.534816247467916,0.76827720373055541,0,0,outside_candidate
10,45,10,46,-39.303093451198471,-38.533618953666618,0.76947449753185282,0,0,outside_candidate
10,46,10,45,-39.303093451198471,-38.53361895366659,0.76947449753188124,0,0,outside_candidate
10,47,10,48,-39.303093451198471,-38.524052346743474,0.77904110445499697,0,0,outside_candidate
10,48,10,47,-39.303093451198471,-38.524052346743467,0.77904110445500407,0.0026239375755860196,0.0033681631952163227,outside_candidate
10,49,10,50,-39.303093451198471,-38.523632256885385,0.77946119431308603,0,0,outside_candidate
10,50,10,49,-39.303093451198471,-38.523632256885378,0.77946119431309313,0.014446471375557494,0.018533919944903186,outside_candidate
10,51,10,51,-39.303093451198471,-38.523208436758658,0.77988501443981306,0.012702281172887308,0.016287376905185547,outside_candidate
10,52,10,52,-39.303093451198471,-38.523208436758608,0.7798850144398628,0,0,outside_candidate
10,53,10,53,-39.303093451198471,-38.518048551255639,0.78504489994283233,0.023841708860225831,0.030369866566819306,outside_candidate
10,54,10,54,-39.303093451198471,-38.518048551255639,0.78504489994283233,0,0,outside_candidate
10,55,10,56,-39.303093451198471,-38.516905789642834,0.78618766155563691,0,0,outside_candidate
10,56,10,55,-39.303093451198471,-38.51690578964282,0.78618766155565112,0.0010583777579306535,0.0013462151718794623,outside_candidate
10,57,10,58,-39.303093451198471,-38.515389665287053,0.78770378591141821,0,0,outside_candidate
10,58,10,57,-39.303093451198471,-38.515389665287046,0.78770378591142531,0.0022368568734181479,0.002839718322325894,outside_candidate
10,59,10,59,-39.303093451198471,-38.511524460429108,0.79156899076936327,0,0,outside_candidate
10,60,10,60,-39.303093451198471,-38.511524460429087,0.79156899076938458,0.0066233161902465578,0.0083673264964673078,outside_candidate
10,61,10,61,-39.303093451198471,-38.509119151636938,0.79397429956153331,0.0054604551689964309,0.0068773701768582796,outside_candidate
10,62,10,62,-39.303093451198471,-38.509119151636924,0.79397429956154753,0.0064549069085648725,0.0081298688284109875,outside_candidate
10,63,10,63,-39.303093451198471,-38.505838792892362,0.79725465830610887,0.0022368568734181813,0.002805699346016655,outside_candidate
10,64,10,64,-39.303093451198471,-38.505838792892334,0.79725465830613729,0,0,outside_candidate
10,65,10,65,-39.303093451198471,-38.505450543172927,0.79764290802554427,0,0,outside_candidate
10,66,10,66,-39.303093451198471,-38.505450543172927,0.79764290802554427,0.018002072054180283,0.022569086834535953,outside_candidate
10,67,10,67,-39.303093451198471,-38.505185035088573,0.79790841610989816,0,0,outside_candidate
10,68,10,68,-39.303093451198471,-38.505185035088566,0.79790841610990526,0,0,outside_candidate
10,69,10,69,-39.303093451198471,-38.504728618791212,0.79836483240725897,0,0,outside_candidate
10,70,10,70,-39.303093451198471,-38.504728618791177,0.7983648324072945,0.0034333098094969121,0.0043004271607812649,outside_candidate
10,71,10,71,-39.303093451198471,-38.503398960835597,0.79969449036287443,0,0,outside_candidate
10,72,10,72,-39.303093451198471,-38.503398960835582,0.79969449036288864,0.027972797040856961,0.034979354463431839,outside_candidate
10,73,10,73,-39.303093451198471,-38.502271396240452,0.80082205495801873,0,0,outside_candidate
10,74,10,74,-39.303093451198471,-38.502271396240452,0.80082205495801873,1.5612511283791264e-17,1.9495606030243152e-17,outside_candidate
10,75,10,75,-39.303093451198471,-38.49993133983368,0.80316211136479154,0,0,outside_candidate
10,76,10,76,-39.303093451198471,-38.499931339833665,0.80316211136480575,0.015143782955472685,0.018855200888073517,outside_candidate
10,77,10,77,-39.303093451198471,-38.498654701535017,0.80443874966345419,0,0,outside_candidate
10,78,10,78,-39.303093451198471,-38.498654701535017,0.80443874966345419,0,0,outside_candidate
10,79,10,79,-39.303093451198471,-38.498389193450677,0.80470425774779386,0,0,outside_candidate
11,12,11,12,-39.300636228647768,-39.300636228647768,0,0.078938785702870717,7893878570287.0713,inside_requested_k
11,13,11,13,-39.300636228647768,-39.300179812350393,0.00045641629737502853,0.0061841874859587176,13.5494449289511,inside_requested_k
11,14,11,14,-39.300636228647768,-39.300179812350372,0.00045641629739634482,0.048651659121089326,106.59492090581722,inside_requested_k
11,15,11,16,-39.300636228647768,-39.299914304266025,0.00072192438174312201,0.023432264291618189,32.458059159935601,inside_requested_k
11,16,11,15,-39.300636228647768,-39.299914304266018,0.00072192438175022744,0.0096701694353375917,13.394989391954478,inside_requested_k
11,17,11,17,-39.300636228647768,-39.29384038700988,0.0067958416378886,0.010287879783578757,1.5138492524930434,inside_requested_k
11,18,11,18,-39.300636228647768,-39.293840387009858,0.0067958416379099162,0.042189779310734803,6.2081757578610102,inside_requested_k
11,19,11,20,-39.300636228647768,-39.258241397843484,0.042394830804283856,0.025115511152328511,0.59241918592090881,inside_requested_k
11,20,11,22,-39.300636228647768,-39.258241397843484,0.042394830804283856,0.0074168291688741879,0.17494654485387737,inside_requested_k
11,21,11,19,-39.300636228647768,-39.258241397843477,0.042394830804290962,0.0087711528181451982,0.20689203498973352,inside_requested_k
11,22,11,21,-39.300636228647768,-39.25824139784347,0.042394830804298067,0.0049903908833716561,0.11771224908074691,inside_requested_k
11,23,11,23,-39.300636228647768,-39.258241397843463,0.042394830804305172,0.021237511142250125,0.50094576955107151,inside_requested_k
11,24,11,24,-39.300636228647768,-39.258241397843463,0.042394830804305172,0.0042198417283633143,0.09953670408173422,inside_requested_k
11,25,11,28,-39.300636228647768,-38.938673149076706,0.361963079571062,0.022911852850208782,0.063298867048429561,inside_requested_k
11,26,11,30,-39.300636228647768,-38.938673149076692,0.36196307957107621,0.0080790225943106701,0.022320018394926512,inside_requested_k
11,27,11,29,-39.300636228647768,-38.938673149076685,0.36196307957108331,0.0030964041197863237,0.0085544750129087216,inside_requested_k
11,28,11,25,-39.300636228647768,-38.938673149076664,0.36196307957110463,0.0054571882206614726,0.015076643250819324,inside_requested_k
11,29,11,26,-39.300636228647768,-38.938673149076664,0.36196307957110463,0.00073750735915346227,0.0020375209538700621,inside_requested_k
11,30,11,27,-39.300636228647768,-38.938673149076664,0.36196307957110463,0.0019242768022461835,0.0053162239765621603,boundary_around_k
11,31,11,32,-39.300636228647768,-38.849887097977636,0.45074913067013256,0.017513231320406181,0.038853610864138799,boundary_around_k
11,32,11,31,-39.300636228647768,-38.8498870979776,0.45074913067016809,0.05254263688061029,0.11656736154430418,boundary_around_k
11,33,11,33,-39.300636228647768,-38.554923411530481,0.74571281711728687,0.0043270113568523215,0.0058025170783295825,boundary_around_k
11,34,11,34,-39.300636228647768,-38.55492341153046,0.74571281711730819,0.015606362766886237,0.020928113891371131,boundary_around_k
11,35,11,35,-39.300636228647768,-38.550977098652851,0.74965912999491735,0.012976901834072484,0.017310403241751308,boundary_around_k
11,36,11,36,-39.300636228647768,-38.550977098652851,0.74965912999491735,0.0061681347288563108,0.0082279191729421487,boundary_around_k
11,37,11,38,-39.300636228647768,-38.54465348332868,0.75598274531908771,0.0032869881834786097,0.0043479672040546728,boundary_around_k
11,38,11,37,-39.300636228647768,-38.544653483328673,0.75598274531909482,0,0,boundary_around_k
11,39,11,39,-39.300636228647768,-38.542596000718476,0.7580402279292926,0.0032869881834785876,0.0043361658951234271,boundary_around_k
11,40,11,40,-39.300636228647768,-38.54259600071844,0.75804022792932813,0,0,outside_candidate
11,41,11,41,-39.300636228647768,-38.535240611890295,0.76539561675747336,0,0,outside_candidate
11,42,11,42,-39.300636228647768,-38.535240611890295,0.76539561675747336,0,0,outside_candidate
11,43,11,43,-39.300636228647768,-38.534816247467923,0.7658199811798454,0.0030277919812100136,0.0039536602016381258,outside_candidate
11,44,11,44,-39.300636228647768,-38.534816247467916,0.7658199811798525,0.010367112202423421,0.013537270451538021,outside_candidate
11,45,11,46,-39.300636228647768,-38.533618953666618,0.76701727498114991,0.026258165246318552,0.03423412497060626,outside_candidate
11,46,11,45,-39.300636228647768,-38.53361895366659,0.76701727498117833,0.023785495542079097,0.031010377885768953,outside_candidate
11,47,11,48,-39.300636228647768,-38.524052346743474,0.77658388190429406,0,0,outside_candidate
11,48,11,47,-39.300636228647768,-38.524052346743467,0.77658388190430117,0.013722551559904398,0.017670404807082301,outside_candidate
11,49,11,50,-39.300636228647768,-38.523632256885385,0.77700397176238312,0,0,outside_candidate
11,50,11,49,-39.300636228647768,-38.523632256885378,0.77700397176239022,0,0,outside_candidate
11,51,11,51,-39.300636228647768,-38.523208436758658,0.77742779188911015,0.0038066805783500781,0.0048965069400208052,outside_candidate
11,52,11,52,-39.300636228647768,-38.523208436758608,0.77742779188915989,0,0,outside_candidate
11,53,11,53,-39.300636228647768,-38.518048551255639,0.78258767739212942,0.022544568177403544,0.028807721906036591,outside_candidate
11,54,11,54,-39.300636228647768,-38.518048551255639,0.78258767739212942,0,0,outside_candidate
11,55,11,56,-39.300636228647768,-38.516905789642834,0.783730439004934,0,0,outside_candidate
11,56,11,55,-39.300636228647768,-38.51690578964282,0.78373043900494821,0.0022368568734181609,0.0028541150912272249,outside_candidate
11,57,11,58,-39.300636228647768,-38.515389665287053,0.7852465633607153,0,0,outside_candidate
11,58,11,57,-39.300636228647768,-38.515389665287046,0.7852465633607224,0.0010583777579306626,0.0013478285767988399,outside_candidate
11,59,11,59,-39.300636228647768,-38.511524460429108,0.78911176821866036,0.0069767898795695376,0.0088413202800395833,outside_candidate
11,60,11,60,-39.300636228647768,-38.511524460429087,0.78911176821868168,0,0,outside_candidate
11,61,11,61,-39.300636228647768,-38.509119151636938,0.79151707701083041,0.0038066805783501293,0.0048093473772241081,outside_candidate
11,62,11,62,-39.300636228647768,-38.509119151636924,0.79151707701084462,0,0,outside_candidate
11,63,11,63,-39.300636228647768,-38.505838792892362,0.79479743575540596,0,0,outside_candidate
11,64,11,64,-39.300636228647768,-38.505838792892334,0.79479743575543438,0.0010583777579306619,0.0013316320741834065,outside_candidate
11,65,11,65,-39.300636228647768,-38.505450543172927,0.79518568547484136,0,0,outside_candidate
11,66,11,66,-39.300636228647768,-38.505450543172927,0.79518568547484136,0,0,outside_candidate
11,67,11,67,-39.300636228647768,-38.505185035088573,0.79545119355919525,0.017319857721887044,0.021773627171757019,outside_candidate
11,68,11,68,-39.300636228647768,-38.505185035088566,0.79545119355920235,0,0,outside_candidate
11,69,11,69,-39.300636228647768,-38.504728618791212,0.79590760985655606,2.0816681711721685e-17,2.6154645908553897e-17,outside_candidate
11,70,11,70,-39.300636228647768,-38.504728618791177,0.79590760985659159,0,0,outside_candidate
11,71,11,71,-39.300636228647768,-38.503398960835597,0.79723726781217152,0.0022823178259505292,0.0028627836631543941,outside_candidate
