method,repeat,requested_k,basis_cols,returned_k,iterations,status,time_total_sec,max_relative_eigen_residual,max_relative_eigen_residual_index,relative_fixed_point_residual,best_so_far_enabled,best_so_far_updated,best_so_far_step,best_so_far_source,best_so_far_basis_cols,best_so_far_max_residual,best_so_far_max_residual_index,final_returned_from_best_so_far,pair28_best_residual,pair29_best_residual,relaxed_accept_enabled,accepted_steps,rejected_steps,min_accepted_steps,early_jump_to_continuation,cluster_aware_accept_enabled,soft_cluster_locking_enabled,gap28_29,relative_gap28_29,cluster_residual_fro,cluster_residual_max,pair28_lock_state,pair29_lock_state,cluster_hard_locked,cluster_soft_locked_count
IPT_CUDA_BLOCK_CLUSTER,1,30,77,30,200,success,22.068050588015467,8.873196138788309e-13,29,1.4944802999313638,1,1,34,davidson_continuation,77,8.873196138788309e-13,29,0,8.0801110649137229e-13,8.873196138788309e-13,1,34,1,12,0,1,1,0.010885675806036943,0.00027894894765097353,nan,nan,inactive,inactive,0,0
