davidson_step,pair_index,residual,selected_by_residual,selected_forced,selected_auto_cluster,skipped_converged_in_cluster,skipped_linear_dependent,skipped_locked_old_logic_should_not_happen,correction_norm_before_ortho,correction_norm_after_ortho
34,14,5.2109822907416241e-14,1,0,0,1,0,0,0,0
34,23,4.02223315608634e-14,1,0,0,1,0,0,0,0
34,13,3.1658785211345106e-14,1,0,0,1,0,0,0,0
34,19,3.0374752810644981e-14,1,0,0,1,0,0,0,0
34,21,2.7022764967514155e-14,1,0,0,1,0,0,0,0
34,8,2.6985559557583386e-14,1,0,0,1,0,0,0,0
34,9,2.2126424783580996e-14,1,0,0,1,0,0,0,0
34,20,2.1726044342467959e-14,1,0,0,1,0,0,0,0
34,1,2.0989187688649076e-14,1,0,0,1,0,0,0,0
34,7,1.8642437089352208e-14,1,0,0,1,0,0,0,0
34,6,1.6217727427461622e-14,1,0,0,1,0,0,0,0
34,10,1.2578123953713907e-14,1,0,0,1,0,0,0,0
34,5,1.1482152480951101e-14,1,0,0,1,0,0,0,0
34,18,1.138269993576842e-14,1,0,0,1,0,0,0,0
34,12,9.7492056237596926e-15,1,0,0,1,0,0,0,0
34,15,9.0406520412594112e-15,1,0,0,1,0,0,0,0
34,16,8.2924112589124621e-15,1,0,0,1,0,0,0,0
34,11,8.0681375611161055e-15,1,0,0,1,0,0,0,0
34,3,6.6008918114724999e-15,1,0,0,1,0,0,0,0
34,2,6.0476548053973748e-15,1,0,0,1,0,0,0,0
34,4,5.2412511250672523e-15,1,0,0,1,0,0,0,0
34,17,4.7246931741034289e-15,1,0,0,1,0,0,0,0
34,0,1.7936613408632034e-15,1,0,0,1,0,0,0,0
