method,repeat,requested_k,basis_cols,returned_k,pair_index,lambda,relative_eigen_residual
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,0,-40.190776252600656,1.7936613408632034e-15
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,1,-39.587783846039763,2.0989187688649076e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,2,-39.530151400183044,6.0476548053973748e-15
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,3,-39.530151400183044,6.6008918114724999e-15
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,4,-39.53015140018303,5.2412511250672523e-15
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,5,-39.412585414388602,1.1482152480951101e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,6,-39.412585414388559,1.6217727427461622e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,7,-39.40252430752777,1.8642437089352208e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,8,-39.402524307527756,2.6985559557583386e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,9,-39.402524307527699,2.2126424783580996e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,10,-39.376663783891686,1.2578123953713907e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,11,-39.376663783891679,8.0681375611161055e-15
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,12,-39.376663783891672,9.7492056237596926e-15
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,13,-39.367701470295493,3.1658785211345106e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,14,-39.367701470295486,5.2109822907416241e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,15,-39.364323150450119,9.0406520412594112e-15
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,16,-39.364323150450055,8.2924112589124621e-15
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,17,-39.364323150450041,4.7246931741034289e-15
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,18,-39.312786707793336,1.138269993576842e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,19,-39.312786707793308,3.0374752810644981e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,20,-39.312786707793258,2.1726044342467959e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,21,-39.290219883813208,2.7022764967514155e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,22,-39.29021988381318,6.6327806253369019e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,23,-39.290219883813165,4.02223315608634e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,24,-39.176458439526009,4.213237379949796e-13
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,25,-39.059902131173445,1.1080927641000977e-13
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,26,-39.05990213117343,8.681814741198805e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,27,-39.05990213117343,1.1402597925020913e-13
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,28,-39.023899884567236,5.5521387567739451e-13
IPT_CUDA_BLOCK_CLUSTER,1,30,72,30,29,-39.013014208760922,6.4245871631582439e-13
