davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted,best_so_far_updated,best_so_far_step,best_so_far_max_residual,pair28_best_residual,pair29_best_residual,relaxed_accept_enabled,accept_global_ok,accept_active_ok,accept_locked_safe,accept_reason,reject_retry_count,retry_alpha,retry_denom_clip,accepted_steps,rejected_steps,min_accepted_steps,early_jump_to_continuation,gap28_29,relative_gap28_29,cluster_residual_fro_before,cluster_residual_fro_after,cluster_residual_max_before,cluster_residual_max_after,ritz_overlap_28_28,ritz_overlap_28_29,ritz_overlap_29_28,ritz_overlap_29_29,ritz_overlap_swap_detected,pair28_lock_state,pair29_lock_state,cluster_hard_locked,cluster_soft_locked_count
1,29,0.00061183523002194705,2.2520212705121546e-05,1,35,2.2520212705121546e-05,29,3.2482242533041965e-12,2.2520212705121546e-05,1.4210854715202004e-14,0,1,1,2.2520212705121546e-05,3.2482242533041965e-12,2.2520212705121546e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,1,0,12,0,0.011282307512345824,0.00028911276283813089,0.00061183523002195127,2.252021270512178e-05,0.00061183523002194705,2.2520212705121546e-05,1.000000000000016,3.668432322503371e-09,3.6421619017481672e-09,0.99987063310533397,0,active,active,0,0
1,28,7.1975982420530856e-11,3.2482242533041965e-12,1,35,2.2520212705121546e-05,29,3.2482242533041965e-12,2.2520212705121546e-05,1.4210854715202004e-14,0,1,1,2.2520212705121546e-05,3.2482242533041965e-12,2.2520212705121546e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,1,0,12,0,0.011282307512345824,0.00028911276283813089,0.00061183523002195127,2.252021270512178e-05,0.00061183523002194705,2.2520212705121546e-05,1.000000000000016,3.668432322503371e-09,3.6421619017481672e-09,0.99987063310533397,0,active,active,0,0
2,29,2.2520212705121546e-05,1.0248116645514735e-05,1,37,1.0248116645514735e-05,29,2.016706681459158e-12,1.0248116645514735e-05,1.2434497875801753e-14,0,1,2,1.0248116645514735e-05,2.016706681459158e-12,1.0248116645514735e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,2,0,12,0,0.010886881437272677,0.00027897984233959467,2.252021270512178e-05,1.0248116645514934e-05,2.2520212705121546e-05,1.0248116645514735e-05,1.0000000000000104,7.9337533449122533e-12,7.8100086212568956e-12,0.9999995855409739,0,active,active,0,0
2,28,3.2482242533041965e-12,2.016706681459158e-12,1,37,1.0248116645514735e-05,29,2.016706681459158e-12,1.0248116645514735e-05,1.2434497875801753e-14,0,1,2,1.0248116645514735e-05,2.016706681459158e-12,1.0248116645514735e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,2,0,12,0,0.010886881437272677,0.00027897984233959467,2.252021270512178e-05,1.0248116645514934e-05,2.2520212705121546e-05,1.0248116645514735e-05,1.0000000000000104,7.9337533449122533e-12,7.8100086212568956e-12,0.9999995855409739,0,active,active,0,0
3,29,1.0248116645514735e-05,8.7029098652515186e-06,1,39,8.7029098652515186e-06,29,2.1885956148380079e-12,8.7029098652515186e-06,1.6875389974302379e-14,0,1,3,8.7029098652515186e-06,2.016706681459158e-12,8.7029098652515186e-06,1,1,1,1,global_ok+active_ok,0,1,3e-09,3,0,12,0,0.01088620871270507,0.00027896260355593646,1.0248116645514934e-05,8.7029098652517948e-06,1.0248116645514735e-05,8.7029098652515186e-06,1.000000000000012,2.8341961207317848e-12,2.7638879784419445e-12,0.9999997583274961,0,active,active,0,0
3,28,2.016706681459158e-12,2.1885956148380079e-12,1,39,8.7029098652515186e-06,29,2.1885956148380079e-12,8.7029098652515186e-06,1.6875389974302379e-14,0,1,3,8.7029098652515186e-06,2.016706681459158e-12,8.7029098652515186e-06,1,1,1,1,global_ok+active_ok,0,1,3e-09,3,0,12,0,0.01088620871270507,0.00027896260355593646,1.0248116645514934e-05,8.7029098652517948e-06,1.0248116645514735e-05,8.7029098652515186e-06,1.000000000000012,2.8341961207317848e-12,2.7638879784419445e-12,0.9999997583274961,0,active,active,0,0
4,29,8.7029098652515186e-06,6.6986728221383169e-06,1,41,6.6986728221383169e-06,29,2.2730347224384187e-12,6.6986728221383169e-06,1.5099033134902129e-14,0,1,4,6.6986728221383169e-06,2.016706681459158e-12,6.6986728221383169e-06,1,1,1,1,global_ok+active_ok,0,1,3e-09,4,0,12,0,0.010885996277366417,0.00027895715983198075,8.7029098652517948e-06,6.6986728221387023e-06,8.7029098652515186e-06,6.6986728221383169e-06,1.00000000000001,3.0929596642722712e-12,2.6648510017248211e-12,0.99999948532275373,0,active,active,0,0
4,28,2.1885956148380079e-12,2.2730347224384187e-12,1,41,6.6986728221383169e-06,29,2.2730347224384187e-12,6.6986728221383169e-06,1.5099033134902129e-14,0,1,4,6.6986728221383169e-06,2.016706681459158e-12,6.6986728221383169e-06,1,1,1,1,global_ok+active_ok,0,1,3e-09,4,0,12,0,0.010885996277366417,0.00027895715983198075,8.7029098652517948e-06,6.6986728221387023e-06,8.7029098652515186e-06,6.6986728221383169e-06,1.00000000000001,3.0929596642722712e-12,2.6648510017248211e-12,0.99999948532275373,0,active,active,0,0
5,29,6.6986728221383169e-06,5.2760661971974199e-06,1,43,5.2760661971974199e-06,29,1.4630002456850786e-12,5.2760661971974199e-06,1.4654943925052066e-14,0,1,5,5.2760661971974199e-06,1.4630002456850786e-12,5.2760661971974199e-06,1,1,1,1,global_ok+active_ok,0,1,3e-09,5,0,12,0,0.010885844876433737,0.00027895328013433052,6.6986728221387023e-06,5.2760661971976224e-06,6.6986728221383169e-06,5.2760661971974199e-06,1.0000000000000184,1.1407284666148136e-12,6.6377099278645826e-13,0.99999921926033442,0,active,active,0,0
5,28,2.2730347224384187e-12,1.4630002456850786e-12,1,43,5.2760661971974199e-06,29,1.4630002456850786e-12,5.2760661971974199e-06,1.4654943925052066e-14,0,1,5,5.2760661971974199e-06,1.4630002456850786e-12,5.2760661971974199e-06,1,1,1,1,global_ok+active_ok,0,1,3e-09,5,0,12,0,0.010885844876433737,0.00027895328013433052,6.6986728221387023e-06,5.2760661971976224e-06,6.6986728221383169e-06,5.2760661971974199e-06,1.0000000000000184,1.1407284666148136e-12,6.6377099278645826e-13,0.99999921926033442,0,active,active,0,0
