davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted
1,29,0.0095725679474882551,0.0085805239997494408,1,35,0.0085805239997494408,29,4.7370835875954488e-12,0.0085805239997494408,1.2656542480726785e-14,0
1,28,1.4064134098833565e-11,4.7370835875954488e-12,1,35,0.0085805239997494408,29,4.7370835875954488e-12,0.0085805239997494408,1.2656542480726785e-14,0
2,29,0.0085805239997494408,0.0018204073085429343,1,37,0.0018204073085429343,29,4.8519368184246531e-12,0.0018204073085429343,1.7541523789077473e-14,0
2,28,4.7370835875954488e-12,4.8519368184246531e-12,1,37,0.0018204073085429343,29,4.8519368184246531e-12,0.0018204073085429343,1.7541523789077473e-14,0
3,29,0.0018204073085429343,0.00076092065768362793,1,39,0.00076092065768362793,29,3.0143715968666579e-12,0.00076092065768362793,1.4876988529977098e-14,0
3,28,4.8519368184246531e-12,3.0143715968666579e-12,1,39,0.00076092065768362793,29,3.0143715968666579e-12,0.00076092065768362793,1.4876988529977098e-14,0
4,29,0.00076092065768362793,0.000351938568900155,1,41,0.000351938568900155,29,1.5990449640610502e-12,0.000351938568900155,1.532107773982716e-14,0
4,28,3.0143715968666579e-12,1.5990449640610502e-12,1,41,0.000351938568900155,29,1.5990449640610502e-12,0.000351938568900155,1.532107773982716e-14,0
5,29,0.000351938568900155,0.00013836089930925792,1,43,0.00013836089930925792,29,1.2371042789752003e-12,0.00013836089930925792,1.5765166949677223e-14,0
5,28,1.5990449640610502e-12,1.2371042789752003e-12,1,43,0.00013836089930925792,29,1.2371042789752003e-12,0.00013836089930925792,1.5765166949677223e-14,0
6,29,0.00013836089930925792,8.9330782342365519e-05,1,45,8.9330782342365519e-05,29,8.1017196452802653e-13,8.9330782342365519e-05,1.6653345369377348e-14,0
6,28,1.2371042789752003e-12,8.1017196452802653e-13,1,45,8.9330782342365519e-05,29,8.1017196452802653e-13,8.9330782342365519e-05,1.6653345369377348e-14,0
7,29,8.9330782342365519e-05,5.9045714644400035e-05,1,47,5.9045714644400035e-05,29,5.0094716648740171e-13,5.9045714644400035e-05,1.7319479184152442e-14,0
7,28,8.1017196452802653e-13,5.0094716648740171e-13,1,47,5.9045714644400035e-05,29,5.0094716648740171e-13,5.9045714644400035e-05,1.7319479184152442e-14,0
8,29,5.9045714644400035e-05,3.6857897715429042e-05,1,49,3.6857897715429042e-05,29,3.9705672419711828e-13,3.6857897715429042e-05,1.7319479184152442e-14,0
8,28,5.0094716648740171e-13,3.9705672419711828e-13,1,49,3.6857897715429042e-05,29,3.9705672419711828e-13,3.6857897715429042e-05,1.7319479184152442e-14,0
9,29,3.6857897715429042e-05,2.5872666761272641e-05,1,51,2.5872666761272641e-05,29,3.5244606212807975e-13,2.5872666761272641e-05,1.5099033134902129e-14,0
9,28,3.9705672419711828e-13,3.5244606212807975e-13,1,51,2.5872666761272641e-05,29,3.5244606212807975e-13,2.5872666761272641e-05,1.5099033134902129e-14,0
10,29,2.5872666761272641e-05,2.0078631149504364e-05,1,35,2.0078631149504364e-05,29,2.407488423151952e-13,2.0078631149504364e-05,1.3988810110276972e-14,1
10,28,3.5244606212807975e-13,2.407488423151952e-13,1,35,2.0078631149504364e-05,29,2.407488423151952e-13,2.0078631149504364e-05,1.3988810110276972e-14,1
11,29,2.0078631149504364e-05,1.1908015642180822e-05,1,37,1.1908015642180822e-05,29,1.4508806151305878e-13,1.1908015642180822e-05,1.354472090042691e-14,0
11,28,2.407488423151952e-13,1.4508806151305878e-13,1,37,1.1908015642180822e-05,29,1.4508806151305878e-13,1.1908015642180822e-05,1.354472090042691e-14,0
12,29,1.1908015642180822e-05,7.2771075279042772e-06,1,39,7.2771075279042772e-06,29,1.117745221828433e-13,7.2771075279042772e-06,1.6209256159527285e-14,0
