method,k,avg_solve_time_sec,avg_api_total_time_sec,avg_preparation_time_sec,avg_transfer_setup_time_sec,avg_iteration_time_sec,avg_rayleigh_ritz_time_sec,avg_iterations,avg_matvecs,last_first_eigenvalue,last_max_absolute_residual,last_relative_fixed_point_residual,eigenvalue_abs_residual,status,error,tol,maxiter
IPT_CUDA_BLOCK_CLUSTER,30,1.885281835,9.8635423160158098,5.6433403499999999,2.3080205629999999,1.7750883909999999,0.110193444,300,9076,-40.190776252600728,4.7635458937938413,0.99975729091938792,nan,0,,9.9999999999999998e-13,1000
