davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted
1,29,0.00087256280430163323,3.9508308736049138e-05,1,35,3.9508308736049138e-05,29,1.840748166558915e-12,3.9508308736049138e-05,1.5543122344752192e-14,0
1,28,5.7657912797365615e-12,1.840748166558915e-12,1,35,3.9508308736049138e-05,29,1.840748166558915e-12,3.9508308736049138e-05,1.5543122344752192e-14,0
2,29,3.9508308736049138e-05,2.1639149131338095e-05,1,37,2.1639149131338095e-05,29,1.2021539816077124e-12,2.1639149131338095e-05,1.5099033134902129e-14,0
2,28,1.840748166558915e-12,1.2021539816077124e-12,1,37,2.1639149131338095e-05,29,1.2021539816077124e-12,2.1639149131338095e-05,1.5099033134902129e-14,0
3,29,2.1639149131338095e-05,1.9974733875771177e-05,1,39,1.9974733875771177e-05,29,1.0239410665564254e-12,1.9974733875771177e-05,1.5987211554602254e-14,0
3,28,1.2021539816077124e-12,1.0239410665564254e-12,1,39,1.9974733875771177e-05,29,1.0239410665564254e-12,1.9974733875771177e-05,1.5987211554602254e-14,0
4,29,1.9974733875771177e-05,1.4332597373298361e-05,1,41,1.4332597373298361e-05,29,6.8517240741894916e-13,1.4332597373298361e-05,1.7541523789077473e-14,0
4,28,1.0239410665564254e-12,6.8517240741894916e-13,1,41,1.4332597373298361e-05,29,6.8517240741894916e-13,1.4332597373298361e-05,1.7541523789077473e-14,0
5,29,1.4332597373298361e-05,7.2165075800133368e-06,1,43,7.2165075800133368e-06,29,5.8467472633815354e-13,7.2165075800133368e-06,1.6653345369377348e-14,0
5,27,8.6213419869442504e-13,2.384624453754793e-13,1,43,7.2165075800133368e-06,29,5.8467472633815354e-13,7.2165075800133368e-06,1.6653345369377348e-14,0
6,29,7.2165075800133368e-06,3.7369517184255256e-06,1,45,3.7369517184255256e-06,29,3.2891325677350624e-13,3.7369517184255256e-06,1.7541523789077473e-14,0
6,28,5.8467472633815354e-13,3.2891325677350624e-13,1,45,3.7369517184255256e-06,29,3.2891325677350624e-13,3.7369517184255256e-06,1.7541523789077473e-14,0
7,29,3.7369517184255256e-06,2.0322385794033017e-06,1,47,2.0322385794033017e-06,29,1.8857390654545987e-13,2.0322385794033017e-06,1.7097434579227411e-14,0
7,28,3.2891325677350624e-13,1.8857390654545987e-13,1,47,2.0322385794033017e-06,29,1.8857390654545987e-13,2.0322385794033017e-06,1.7097434579227411e-14,0
8,29,2.0322385794033017e-06,1.1004941473198059e-06,1,49,1.1004941473198059e-06,29,1.8585345948236633e-13,1.1004941473198059e-06,1.2434497875801753e-14,0
8,25,2.8985653402468064e-13,5.8450160760471179e-14,1,49,1.1004941473198059e-06,29,1.8585345948236633e-13,1.1004941473198059e-06,1.2434497875801753e-14,0
9,29,1.1004941473198059e-06,5.1892049499175153e-07,1,51,5.1892049499175153e-07,29,1.4219515564752307e-13,5.1892049499175153e-07,1.2656542480726785e-14,0
