davidson_step,pair_index,residual,selected_by_residual,selected_forced,skipped_converged,skipped_active_tol,skipped_linear_dependent,skipped_locked_old_logic_should_not_happen,correction_norm_before_ortho,correction_norm_after_ortho
1,29,0.00087256280430163323,1,0,0,0,0,0,0.046043457639837054,0.045808537055832821
1,28,5.7657912797365615e-12,1,0,0,0,0,0,2.6785579345791239e-10,2.4261561763208488e-10
2,29,3.9508308736049138e-05,1,0,0,0,0,0,0.0033372348491904871,0.0026726481113108747
2,28,1.840748166558915e-12,1,0,0,0,0,0,8.1372429413427079e-11,7.1927317363964083e-11
3,29,2.1639149131338095e-05,1,0,0,0,0,0,0.0017263453090133403,0.0011226406448469981
3,28,1.2021539816077124e-12,1,0,0,0,0,0,5.924468641364906e-11,5.0197686915989257e-11
4,29,1.9974733875771177e-05,1,0,0,0,0,0,0.0018487801006882335,0.0012578563567813173
4,28,1.0239410665564254e-12,1,0,0,0,0,0,7.2305733884449124e-11,4.1368100542933337e-11
5,29,1.4332597373298361e-05,1,0,0,0,0,0,0.00084098745925949574,0.00050795483217779664
5,27,8.6213419869442504e-13,1,0,0,0,0,0,4.1042731390252905e-11,3.8150168801206895e-11
6,29,7.2165075800133368e-06,1,0,0,0,0,0,0.00039815921910672667,0.00029156956846628369
6,28,5.8467472633815354e-13,1,0,0,0,0,0,3.7478226058395468e-11,2.0898015268136164e-11
7,29,3.7369517184255256e-06,1,0,0,0,0,0,0.00015109908913187733,0.00011944779398754464
7,28,3.2891325677350624e-13,1,0,0,0,0,0,1.9395665855615661e-11,1.1355365605017469e-11
8,29,2.0322385794033017e-06,1,0,0,0,0,0,9.2295872909328719e-05,6.9071341823256444e-05
8,25,2.8985653402468064e-13,1,0,0,0,0,0,1.3498980678893357e-11,1.2009404581015765e-11
9,29,1.1004941473198059e-06,1,0,0,0,0,0,5.2675094992421826e-05,3.9891125674206442e-05
9,28,1.8585345948236633e-13,1,0,0,0,0,0,6.8357713372755485e-12,5.1043540527851148e-12
10,29,5.1892049499175153e-07,1,0,0,0,0,0,4.1054920838830186e-05,2.5533553107805096e-05
10,28,1.4219515564752307e-13,1,0,0,0,0,0,6.0068755350564683e-12,4.48367249943579e-12
11,29,3.1080051817567689e-07,1,0,0,0,0,0,1.6194236678324191e-05,1.1606215387780191e-05
11,28,1.5376586522599564e-13,1,0,0,0,0,0,5.943003119901687e-12,4.6261167622399242e-12
12,29,1.5071934226383555e-07,1,0,0,0,0,0,9.5086433944099804e-06,7.6160834081082014e-06
12,27,1.4615066394662943e-13,1,0,0,0,0,0,6.0849030758425067e-12,4.8942581431410138e-12
13,29,8.5459037453766945e-08,1,0,0,0,0,0,6.6910722101215001e-06,4.4642733685538796e-06
13,25,1.1222399291257049e-13,1,0,0,0,0,0,4.7939316385290616e-12,4.4045779206260848e-12
14,29,5.4999080141057635e-08,1,0,0,0,0,0,3.9728689192247485e-06,2.6970886241489332e-06
14,20,8.4411901987082701e-14,0,0,1,0,0,0,0,0
14,27,8.0072349881520639e-14,0,0,1,0,0,0,0,0
14,26,7.5065173970175201e-14,0,0,1,0,0,0,0,0
14,28,6.8066258880730913e-14,0,0,1,0,0,0,0,0
14,24,6.5518131936492914e-14,0,0,1,0,0,0,0,0
14,23,5.2329049086654007e-14,0,0,1,0,0,0,0,0
14,7,5.0443083582682999e-14,0,0,1,0,0,0,0,0
14,25,4.7427584385659827e-14,0,0,1,0,0,0,0,0
14,8,3.5943111818799399e-14,0,0,1,0,0,0,0,0
