N,epsilon,fp16_tol,fp64_tol,fp16_maxiter,fp64_maxiter,repeats,time_fp16_initial_sec,time_fp64_refine_sec,time_total_sec,final_residual,fp16_fixed_point_residual,fp64_fixed_point_residual,fp16_iterations,fp64_iterations,fp16_converged,fp64_converged,gpu_name,status,error
16384,0.050000000000000003,0.001,9.9999999999999998e-13,1000,1000,5,0.13010960342362524,6.9102183097973464,7.0403283558785912,1.5588516895924871e-09,0.0001849045765473881,4.6927125015208723e-13,3,13,true,true,NVIDIA A100-SXM4-80GB,ok,
16384,0.080000000000000002,0.001,9.9999999999999998e-13,1000,1000,5,0.13328172946348787,10.912022625561804,11.045304598845542,3.1991037921557042e-09,0.0007579013798113839,6.0088743457328072e-13,3,21,true,true,NVIDIA A100-SXM4-80GB,ok,
16384,0.10000000000000001,0.001,9.9999999999999998e-13,1000,1000,5,0.17025463208556174,13.870986954309046,14.041241902578623,5.6938074538768402e-09,0.00035424172302293209,8.1798997807454937e-13,4,27,true,true,NVIDIA A100-SXM4-80GB,ok,
16384,0.12,0.001,9.9999999999999998e-13,1000,1000,5,0.1694250817410648,20.323510738462211,20.492936075851322,6.3290716981192292e-09,0.00073290825437341512,8.1211790496054314e-13,4,40,true,true,NVIDIA A100-SXM4-80GB,ok,
16384,0.14999999999999999,0.001,9.9999999999999998e-13,1000,1000,5,0.2069043256342411,40.683748203609142,40.890652772970498,7.5422665834962277e-09,0.00089483963912748317,7.944664005575906e-13,5,81,true,true,NVIDIA A100-SXM4-80GB,ok,
