N,epsilon,initial_precision,initial_tol,fp64_tol,initial_maxiter,fp64_maxiter,repeats,time_cusolver_syevd_sec,residual_cusolver_syevd,time_original_ipt_sec,residual_original_ipt,original_ipt_fixed_point_residual,original_ipt_iterations,time_initial_sec,time_fp64_refine_sec,time_mixed_total_sec,residual_mixed,initial_fixed_point_residual,fp64_fixed_point_residual,initial_iterations,fp64_iterations,initial_converged,fp64_converged,gpu_name,status,error
4096,0.02,fp16,0.001,9.9999999999999998e-13,1000,1000,5,0.21415211558341979,4.0797475673776246e-10,0.094733081385493273,2.6713425760825871e-11,9.4982727620636529e-14,10,0.0091414944268763069,0.078512714430689814,0.087654452025890353,2.6606734790364549e-11,0.00039912583793816001,9.4584308721758838e-14,2,8,true,true,NVIDIA A100-SXM4-80GB,ok,
4096,0.02,fp32,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,0.21415211558341979,4.0797475673776246e-10,0.094733081385493273,2.6713425760825871e-11,9.4982727620636529e-14,10,0.037170822732150555,0.060688382852822541,0.097859501373022795,2.6640172133589366e-11,5.1655424128017487e-07,9.4643374099964188e-14,4,6,true,true,NVIDIA A100-SXM4-80GB,ok,
8192,0.02,fp16,0.001,9.9999999999999998e-13,1000,1000,5,1.449659435544163,1.5413710880634777e-09,0.69575089327991013,7.3946235722405837e-11,1.2759830359349087e-13,10,0.018419490195810795,0.57093847338110204,0.58935823757201433,7.3156733772877786e-11,0.00039952709016438171,1.2613389264819294e-13,2,8,true,true,NVIDIA A100-SXM4-80GB,ok,
8192,0.02,fp32,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,1.449659435544163,1.5413710880634777e-09,0.69575089327991013,7.3946235722405837e-11,1.2759830359349087e-13,10,0.24448960619047283,0.44306542901322243,0.68755531208589671,7.3983462430901188e-11,5.3463463835927189e-07,1.277118703495274e-13,4,6,true,true,NVIDIA A100-SXM4-80GB,ok,
16384,0.02,fp16,0.001,9.9999999999999998e-13,1000,1000,5,8.8933671802282337,5.7205432251746153e-09,5.5011851992458105,2.3245283260892316e-10,1.8550280377857777e-13,10,0.082202916871756321,4.5230373289436105,4.6052404843270782,2.2829438220963435e-10,0.00039889245472627934,1.8193323654200794e-13,2,8,true,true,NVIDIA A100-SXM4-80GB,ok,
16384,0.02,fp32,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,8.8933671802282337,5.7205432251746153e-09,5.5011851992458105,2.3245283260892316e-10,1.8550280377857777e-13,10,1.8841308330185711,3.5145489732734858,5.3986800852231678,2.325534181823003e-10,5.5464066648407433e-07,1.8553889059457509e-13,4,6,true,true,NVIDIA A100-SXM4-80GB,ok,
26000,0.02,fp16,0.001,9.9999999999999998e-13,1000,1000,5,33.267417177930476,1.5098917619510201e-08,21.933702546171844,4.5770753798500991e-10,2.2700801328505774e-13,10,0.30968277668580413,18.036776129994543,18.346459344122557,4.4827657097655144e-10,0.00039955729115910831,2.2180587246567605e-13,2,8,true,true,NVIDIA A100-SXM4-80GB,ok,
26000,0.02,fp32,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,33.267417177930476,1.5098917619510201e-08,21.933702546171844,4.5770753798500991e-10,2.2700801328505774e-13,10,7.8351928344927728,14.018892257288098,21.854085684847085,4.5671144234460619e-10,5.6357484845416755e-07,2.2645310031734996e-13,4,6,true,true,NVIDIA A100-SXM4-80GB,ok,
32768,0.02,fp16,0.001,9.9999999999999998e-13,1000,1000,5,5.8081001043319702e-05,nan,45.029677624721081,6.3708522598022965e-10,2.4958950019980397e-13,10,0.66354635292664166,37.251210778113453,37.91475752964616,6.1858086692205173e-10,0.00039853376504491236,2.4177362220122058e-13,2,8,true,true,NVIDIA A100-SXM4-80GB,partial_failed,CUSOLVER_STATUS_INVALID_VALUE
32768,0.02,fp32,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,5.8081001043319702e-05,nan,45.029677624721081,6.3708522598022965e-10,2.4958950019980397e-13,10,15.515690415538847,28.869499350711703,44.385190361924472,6.3508640618586395e-10,5.6887064789592973e-07,2.4863474762788005e-13,4,6,true,true,NVIDIA A100-SXM4-80GB,partial_failed,CUSOLVER_STATUS_INVALID_VALUE
