N,epsilon,fp32_tol,fp64_tol,fp32_maxiter,fp64_maxiter,repeats,time_fp32_initial_sec,time_fp64_refine_sec,time_total_sec,final_residual,fp32_fixed_point_residual,fp64_fixed_point_residual,fp32_iterations,fp64_iterations,fp32_converged,fp64_converged,gpu_name,status,error
16384,0.050000000000000003,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,2.8332519548013808,5.4427856900729239,8.2760379570536315,1.5318266691593454e-09,6.824785060536735e-07,4.6083240699834606e-13,6,10,true,true,NVIDIA A100-SXM4-80GB,ok,
16384,0.080000000000000002,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,4.2382567105814815,7.9282080843113363,12.166465103346855,3.195177505938056e-09,5.0961781691901074e-07,6.0007345479865453e-13,9,15,true,true,NVIDIA A100-SXM4-80GB,ok,
16384,0.10000000000000001,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,5.1754406622610984,10.423782489355654,15.599223472829909,5.7018994984081056e-09,8.4618168105877051e-07,8.1857195312151541e-13,11,20,true,true,NVIDIA A100-SXM4-80GB,ok,
16384,0.12,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,7.0451045276597144,14.875392318423838,21.920497174188494,6.3344040620658218e-09,8.7484366993818501e-07,8.1261452174329036e-13,15,29,true,true,NVIDIA A100-SXM4-80GB,ok,
16384,0.14999999999999999,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,13.596318056993187,28.768249468784781,42.364568070415409,7.5477236498086744e-09,8.6934360306555079e-07,7.9511681843559132e-13,29,57,true,true,NVIDIA A100-SXM4-80GB,ok,
