N,epsilon,initial_precision,initial_tol,fp64_tol,initial_maxiter,fp64_maxiter,repeats,time_cusolver_syevd_sec,residual_cusolver_syevd,time_original_ipt_sec,residual_original_ipt,original_ipt_fixed_point_residual,original_ipt_iterations,time_initial_sec,time_fp64_refine_sec,time_mixed_total_sec,residual_mixed,initial_fixed_point_residual,fp64_fixed_point_residual,initial_iterations,fp64_iterations,initial_converged,fp64_converged,gpu_name,status,error
4096,0.06,fp16,0.001,9.9999999999999998e-13,1000,1000,5,0.21473495531827211,4.0804936412707068e-10,0.15294898338615895,3.1383722045316211e-10,3.5028991083039002e-13,17,0.00986445602029562,0.12862124340608716,0.13848595516756176,3.15389120553027e-10,0.0003102903350596015,3.5196631378417458e-13,3,14,true,true,NVIDIA A100-SXM4-80GB,ok,
4096,0.06,fp32,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,0.21473495531827211,4.0804936412707068e-10,0.15294898338615895,3.1383722045316211e-10,3.5028991083039002e-13,17,0.062172701582312584,0.094229798112064597,0.15640281708911061,3.1370129627234972e-10,3.4201183339593052e-07,3.4999458574352067e-13,7,10,true,true,NVIDIA A100-SXM4-80GB,ok,
8192,0.06,fp16,0.001,9.9999999999999998e-13,1000,1000,5,1.449258540198207,1.5292982804486161e-09,1.2049004616215826,5.6830077238555364e-10,2.9924221618218926e-13,18,0.022717632818967104,1.0153709512203932,1.0380889025516808,5.7122836992361502e-10,0.00031570578995994929,3.0103920515093121e-13,3,15,true,true,NVIDIA A100-SXM4-80GB,ok,
8192,0.06,fp32,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,1.449258540198207,1.5292982804486161e-09,1.2049004616215826,5.6830077238555364e-10,2.9924221618218926e-13,18,0.41860730210319164,0.75841627540066836,1.1770239495672286,5.6912298763546428e-10,4.4587700394554034e-07,2.9994889964997676e-13,7,11,true,true,NVIDIA A100-SXM4-80GB,ok,
16384,0.06,fp16,0.001,9.9999999999999998e-13,1000,1000,5,8.8942881189286709,5.7610725020398053e-09,9.5202715720050044,2.8731397953740534e-09,7.3032252641685346e-13,18,0.11808283505961299,8.0330544849857688,8.1511376413516707,2.8889371426522887e-09,0.00031939738082427464,7.3444444492769576e-13,3,15,true,true,NVIDIA A100-SXM4-80GB,ok,
16384,0.06,fp32,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,8.8942881189286709,5.7610725020398053e-09,9.5202715720050044,2.8731397953740534e-09,7.3032252641685346e-13,18,3.2769875541329383,6.0159212927334007,9.2929092247970395,2.8708850506972755e-09,5.3820406831292915e-07,7.2975654287802697e-13,7,11,true,true,NVIDIA A100-SXM4-80GB,ok,
26000,0.06,fp16,0.001,9.9999999999999998e-13,1000,1000,5,33.267803436797109,1.5173825793090459e-08,39.938807635288683,2.8008539478741995e-09,4.3051343881675503e-13,19,0.45189071102067829,33.88846786804497,34.340359028987585,2.822083247239432e-09,0.00032058048033730167,4.3401705344190647e-13,3,16,true,true,NVIDIA A100-SXM4-80GB,ok,
26000,0.06,fp32,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,33.267803436797109,1.5173825793090459e-08,39.938807635288683,2.8008539478741995e-09,4.3051343881675503e-13,19,13.650132193416358,25.894020400848241,39.544153134711088,2.8022095842405466e-09,5.6177212313421497e-07,4.306728220979606e-13,7,12,true,true,NVIDIA A100-SXM4-80GB,ok,
32768,0.06,fp16,0.001,9.9999999999999998e-13,1000,1000,5,3.8825906813144684e-05,nan,81.943300638999787,4.625737609708696e-09,5.4388375323391465e-13,19,0.85390001814812422,69.799805766064679,70.653706476837399,4.6761156872194305e-09,0.00032209468612807784,5.498133389721266e-13,3,16,true,true,NVIDIA A100-SXM4-80GB,partial_failed,CUSOLVER_STATUS_INVALID_VALUE
32768,0.06,fp32,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,3.8825906813144684e-05,nan,81.943300638999787,4.625737609708696e-09,5.4388375323391465e-13,19,27.173177538253366,53.405130920186636,80.578309208899739,4.6271081414813495e-09,6.1715524692594504e-07,5.4398047109218456e-13,7,12,true,true,NVIDIA A100-SXM4-80GB,partial_failed,CUSOLVER_STATUS_INVALID_VALUE
