davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted,best_so_far_updated,best_so_far_step,best_so_far_max_residual,pair28_best_residual,pair29_best_residual,relaxed_accept_enabled,accept_global_ok,accept_active_ok,accept_locked_safe,accept_reason,reject_retry_count,retry_alpha,retry_denom_clip,accepted_steps,rejected_steps,min_accepted_steps,early_jump_to_continuation,gap28_29,relative_gap28_29,cluster_residual_fro_before,cluster_residual_fro_after,cluster_residual_max_before,cluster_residual_max_after,ritz_overlap_28_28,ritz_overlap_28_29,ritz_overlap_29_28,ritz_overlap_29_29,ritz_overlap_swap_detected,pair28_lock_state,pair29_lock_state,cluster_hard_locked,cluster_soft_locked_count
6,29,4.6208318746406602e-06,3.5247901618057493e-06,1,45,3.5247901618057493e-06,29,9.0745934747395597e-12,3.5247901618057493e-06,1.3988810110276972e-14,0,1,6,3.5247901618057493e-06,9.0745934747395597e-12,3.5247901618057493e-06,1,1,1,1,global_ok+active_ok,0,1,1e-08,6,0,12,0,0.010885743209243515,0.00027895067487984551,3.2674215533110927e-06,2.4924030256807895e-06,4.6208318746425008e-06,3.5247901618058408e-06,1.000000000000014,1.6240788590161485e-12,1.3968864532916508e-12,0.99999996398037694,0,active,active,0,0
6,28,1.9281152945436511e-11,9.0745934747395597e-12,1,45,3.5247901618057493e-06,29,9.0745934747395597e-12,3.5247901618057493e-06,1.3988810110276972e-14,0,1,6,3.5247901618057493e-06,9.0745934747395597e-12,3.5247901618057493e-06,1,1,1,1,global_ok+active_ok,0,1,1e-08,6,0,12,0,0.010885743209243515,0.00027895067487984551,3.2674215533110927e-06,2.4924030256807895e-06,4.6208318746425008e-06,3.5247901618058408e-06,1.000000000000014,1.6240788590161485e-12,1.3968864532916508e-12,0.99999996398037694,0,active,active,0,0
7,29,3.5247901618057493e-06,2.3984281622674495e-06,1,47,2.3984281622674495e-06,29,6.1937288619317151e-12,2.3984281622674495e-06,1.2878587085651816e-14,0,1,7,2.3984281622674495e-06,6.1937288619317151e-12,2.3984281622674495e-06,1,1,1,1,global_ok+active_ok,0,1,1e-08,7,0,12,0,0.010885710250896352,0.00027894983031158703,2.4924030256807895e-06,1.695944817734061e-06,3.5247901618058408e-06,2.3984281622678844e-06,1.0000000000000107,2.8676744914663106e-13,1.4925305932132691e-13,0.9999999464664332,0,active,active,0,0
7,28,9.0745934747395597e-12,6.1937288619317151e-12,1,47,2.3984281622674495e-06,29,6.1937288619317151e-12,2.3984281622674495e-06,1.2878587085651816e-14,0,1,7,2.3984281622674495e-06,6.1937288619317151e-12,2.3984281622674495e-06,1,1,1,1,global_ok+active_ok,0,1,1e-08,7,0,12,0,0.010885710250896352,0.00027894983031158703,2.4924030256807895e-06,1.695944817734061e-06,3.5247901618058408e-06,2.3984281622678844e-06,1.0000000000000107,2.8676744914663106e-13,1.4925305932132691e-13,0.9999999464664332,0,active,active,0,0
8,29,2.3984281622674495e-06,1.5552422274230581e-06,1,49,1.5552422274230581e-06,29,6.7866738902828743e-12,1.5552422274230581e-06,1.4432899320127035e-14,0,1,8,1.5552422274230581e-06,6.1937288619317151e-12,1.5552422274230581e-06,1,1,1,1,global_ok+active_ok,0,1,1e-08,8,0,12,0,0.010885689329214188,0.00027894929418674508,1.695944817734061e-06,1.0997223254087972e-06,2.3984281622678844e-06,1.5552422274227954e-06,1.0000000000000151,3.4053331127961633e-13,5.135113747852515e-13,0.99999997132278839,0,active,active,0,0
8,28,6.1937288619317151e-12,6.7866738902828743e-12,1,49,1.5552422274230581e-06,29,6.7866738902828743e-12,1.5552422274230581e-06,1.4432899320127035e-14,0,1,8,1.5552422274230581e-06,6.1937288619317151e-12,1.5552422274230581e-06,1,1,1,1,global_ok+active_ok,0,1,1e-08,8,0,12,0,0.010885689329214188,0.00027894929418674508,1.695944817734061e-06,1.0997223254087972e-06,2.3984281622678844e-06,1.5552422274227954e-06,1.0000000000000151,3.4053331127961633e-13,5.135113747852515e-13,0.99999997132278839,0,active,active,0,0
9,29,1.5552422274230581e-06,9.4281436393044897e-07,1,51,9.4281436393044897e-07,29,5.150761149800124e-12,9.4281436393044897e-07,1.3100631690576847e-14,0,1,9,9.4281436393044897e-07,5.150761149800124e-12,9.4281436393044897e-07,1,1,1,1,global_ok+active_ok,0,1,1e-08,9,0,12,0,0.010885680669176168,0.00027894907227048199,1.0997223254087972e-06,6.6667043014513306e-07,1.5552422274227954e-06,9.4281436393028444e-07,1.0000000000000149,2.6223589109774375e-12,2.5023451059812878e-12,0.99999998684406333,0,active,active,0,0
9,28,6.7866738902828743e-12,5.150761149800124e-12,1,51,9.4281436393044897e-07,29,5.150761149800124e-12,9.4281436393044897e-07,1.3100631690576847e-14,0,1,9,9.4281436393044897e-07,5.150761149800124e-12,9.4281436393044897e-07,1,1,1,1,global_ok+active_ok,0,1,1e-08,9,0,12,0,0.010885680669176168,0.00027894907227048199,1.0997223254087972e-06,6.6667043014513306e-07,1.5552422274227954e-06,9.4281436393028444e-07,1.0000000000000149,2.6223589109774375e-12,2.5023451059812878e-12,0.99999998684406333,0,active,active,0,0
10,29,9.4281436393044897e-07,3.9056511921698555e-07,1,35,3.9056511921698555e-07,29,3.2233126309203294e-12,3.9056511921698555e-07,1.2656542480726785e-14,1,1,10,3.9056511921698555e-07,3.2233126309203294e-12,3.9056511921698555e-07,1,1,1,1,global_ok+active_ok,0,1,1e-08,10,0,12,0,0.010885676881237316,0.00027894897520332933,6.6667043014513306e-07,2.7617124430287429e-07,9.4281436393028444e-07,3.9056511921727767e-07,1.0000000000000142,3.5863329954887233e-13,3.6184398551054932e-13,0.99999999914009585,0,active,active,0,0
10,28,5.150761149800124e-12,3.2233126309203294e-12,1,35,3.9056511921698555e-07,29,3.2233126309203294e-12,3.9056511921698555e-07,1.2656542480726785e-14,1,1,10,3.9056511921698555e-07,3.2233126309203294e-12,3.9056511921698555e-07,1,1,1,1,global_ok+active_ok,0,1,1e-08,10,0,12,0,0.010885676881237316,0.00027894897520332933,6.6667043014513306e-07,2.7617124430287429e-07,9.4281436393028444e-07,3.9056511921727767e-07,1.0000000000000142,3.5863329954887233e-13,3.6184398551054932e-13,0.99999999914009585,0,active,active,0,0
11,29,3.9056511921698555e-07,1.5843007392331104e-07,1,37,1.5843007392331104e-07,29,1.9695570866454835e-12,1.5843007392331104e-07,1.2545520178264269e-14,0,1,11,1.5843007392331104e-07,1.9695570866454835e-12,1.5843007392331104e-07,1,1,1,1,global_ok+active_ok,0,1,1e-08,11,0,12,0,0.010885676017082346,0.00027894895305907973,2.7617124430287429e-07,1.1202697962413614e-07,3.9056511921727767e-07,1.584300739239055e-07,1.0000000000000102,9.4219456148378101e-13,9.4209363016489106e-13,0.99999999993322075,0,active,active,0,0
11,28,3.2233126309203294e-12,1.9695570866454835e-12,1,37,1.5843007392331104e-07,29,1.9695570866454835e-12,1.5843007392331104e-07,1.2545520178264269e-14,0,1,11,1.5843007392331104e-07,1.9695570866454835e-12,1.5843007392331104e-07,1,1,1,1,global_ok+active_ok,0,1,1e-08,11,0,12,0,0.010885676017082346,0.00027894895305907973,2.7617124430287429e-07,1.1202697962413614e-07,3.9056511921727767e-07,1.584300739239055e-07,1.0000000000000102,9.4219456148378101e-13,9.4209363016489106e-13,0.99999999993322075,0,active,active,0,0
12,29,1.5843007392331104e-07,9.1126263554329786e-08,1,39,9.1126263554329786e-08,29,1.777509713262503e-12,9.1126263554329786e-08,1.5210055437364645e-14,0,1,12,9.1126263554329786e-08,1.777509713262503e-12,9.1126263554329786e-08,1,1,1,1,global_ok+active_ok,0,1,1e-08,12,0,12,0,0.01088567586367617,0.0002789489491279969,1.1202697962413614e-07,6.443599891620788e-08,1.584300739239055e-07,9.1126263555023427e-08,1.0000000000000078,1.1557985312299572e-12,1.1559387243582986e-12,0.99999999995496314,0,active,active,0,0
12,28,1.9695570866454835e-12,1.777509713262503e-12,1,39,9.1126263554329786e-08,29,1.777509713262503e-12,9.1126263554329786e-08,1.5210055437364645e-14,0,1,12,9.1126263554329786e-08,1.777509713262503e-12,9.1126263554329786e-08,1,1,1,1,global_ok+active_ok,0,1,1e-08,12,0,12,0,0.01088567586367617,0.0002789489491279969,1.1202697962413614e-07,6.443599891620788e-08,1.584300739239055e-07,9.1126263555023427e-08,1.0000000000000078,1.1557985312299572e-12,1.1559387243582986e-12,0.99999999995496314,0,active,active,0,0
13,29,9.1126263554329786e-08,6.0197036675245366e-08,1,41,6.0197036675245366e-08,29,1.8534076936513647e-12,6.0197036675245366e-08,1.3988810110276972e-14,0,1,13,6.0197036675245366e-08,1.777509713262503e-12,6.0197036675245366e-08,1,1,1,1,global_ok+active_ok,0,1,1e-08,13,0,12,0,0.010885675825925034,0.00027894894816061166,6.443599891620788e-08,4.2565732860552876e-08,9.1126263555023427e-08,6.019703667521171e-08,1.0000000000000155,8.9570296096900643e-13,8.9593682458552163e-13,0.9999999999864112,0,active,active,0,0
13,28,1.777509713262503e-12,1.8534076936513647e-12,1,41,6.0197036675245366e-08,29,1.8534076936513647e-12,6.0197036675245366e-08,1.3988810110276972e-14,0,1,13,6.0197036675245366e-08,1.777509713262503e-12,6.0197036675245366e-08,1,1,1,1,global_ok+active_ok,0,1,1e-08,13,0,12,0,0.010885675825925034,0.00027894894816061166,6.443599891620788e-08,4.2565732860552876e-08,9.1126263555023427e-08,6.019703667521171e-08,1.0000000000000155,8.9570296096900643e-13,8.9593682458552163e-13,0.9999999999864112,0,active,active,0,0
14,29,6.0197036675245366e-08,3.4754536855385089e-08,1,43,3.4754536855385089e-08,29,1.5190358742501832e-12,3.4754536855385089e-08,1.7097434579227411e-14,0,1,14,3.4754536855385089e-08,1.5190358742501832e-12,3.4754536855385089e-08,1,1,1,1,global_ok+active_ok,0,1,1e-08,14,0,12,0,0.01088567581413713,0.00027894894785854269,4.2565732860552876e-08,2.4575168710095851e-08,6.019703667521171e-08,3.4754536854227632e-08,1.0000000000000202,4.8848726342178173e-13,4.8801911765848325e-13,0.99999999999437905,0,active,active,0,0
14,28,1.8534076936513647e-12,1.5190358742501832e-12,1,43,3.4754536855385089e-08,29,1.5190358742501832e-12,3.4754536855385089e-08,1.7097434579227411e-14,0,1,14,3.4754536855385089e-08,1.5190358742501832e-12,3.4754536855385089e-08,1,1,1,1,global_ok+active_ok,0,1,1e-08,14,0,12,0,0.01088567581413713,0.00027894894785854269,4.2565732860552876e-08,2.4575168710095851e-08,6.019703667521171e-08,3.4754536854227632e-08,1.0000000000000202,4.8848726342178173e-13,4.8801911765848325e-13,0.99999999999437905,0,active,active,0,0
15,29,3.4754536855385089e-08,2.3424279575369663e-08,1,45,2.3424279575369663e-08,29,8.5366822771535791e-13,2.3424279575369663e-08,1.4210854715202004e-14,0,1,15,2.3424279575369663e-08,8.5366822771535791e-13,2.3424279575369663e-08,1,1,1,1,global_ok+active_ok,0,1,1e-08,15,0,12,0,0.0108856758096465,0.0002789489477434691,2.4575168710095851e-08,1.6563466943971852e-08,3.4754536854227632e-08,2.3424279576527898e-08,1.0000000000000151,4.9249258450599497e-13,4.934514111466177e-13,0.99999999999608469,0,active,active,0,0
15,28,1.5190358742501832e-12,8.5366822771535791e-13,1,45,2.3424279575369663e-08,29,8.5366822771535791e-13,2.3424279575369663e-08,1.4210854715202004e-14,0,1,15,2.3424279575369663e-08,8.5366822771535791e-13,2.3424279575369663e-08,1,1,1,1,global_ok+active_ok,0,1,1e-08,15,0,12,0,0.0108856758096465,0.0002789489477434691,2.4575168710095851e-08,1.6563466943971852e-08,3.4754536854227632e-08,2.3424279576527898e-08,1.0000000000000151,4.9249258450599497e-13,4.934514111466177e-13,0.99999999999608469,0,active,active,0,0
16,29,2.3424279575369663e-08,1.8896232703619414e-08,1,47,1.8896232703619414e-08,29,8.5622360885045968e-13,1.8896232703619414e-08,1.5543122344752192e-14,0,1,16,1.8896232703619414e-08,8.5366822771535791e-13,1.8896232703619414e-08,1,1,1,1,global_ok+active_ok,0,1,1e-08,16,0,12,0,0.010885675807763562,0.00027894894769521814,1.6563466943971852e-08,1.3361654300054688e-08,2.3424279576527898e-08,1.8896232707479608e-08,1.000000000000012,1.5460542633199907e-12,1.5475624798376884e-12,0.99999999999830591,0,active,active,0,0
16,24,1.0660120769139186e-12,1.5939295568443687e-13,1,47,1.8896232703619414e-08,29,8.5622360885045968e-13,1.8896232703619414e-08,1.5543122344752192e-14,0,1,16,1.8896232703619414e-08,8.5366822771535791e-13,1.8896232703619414e-08,1,1,1,1,global_ok+active_ok,0,1,1e-08,16,0,12,0,0.010885675807763562,0.00027894894769521814,1.6563466943971852e-08,1.3361654300054688e-08,2.3424279576527898e-08,1.8896232707479608e-08,1.000000000000012,1.5460542633199907e-12,1.5475624798376884e-12,0.99999999999830591,0,active,active,0,0
17,29,1.8896232703619414e-08,1.1821438612574083e-08,1,49,1.1821438612574083e-08,29,5.4462738335388166e-13,1.1821438612574083e-08,1.3322676295501878e-14,0,1,17,1.1821438612574083e-08,5.4462738335388166e-13,1.1821438612574083e-08,1,1,1,1,global_ok+active_ok,0,1,1e-08,17,0,12,0,0.010885675806804329,0.00027894894767063766,1.3361654300054688e-08,8.3590194159927978e-09,1.8896232707479608e-08,1.1821438613691263e-08,1.0000000000000158,3.627936678135246e-12,3.626722802004468e-12,0.99999999999920974,0,active,active,0,0
17,28,8.5622360885045968e-13,5.4462738335388166e-13,1,49,1.1821438612574083e-08,29,5.4462738335388166e-13,1.1821438612574083e-08,1.3322676295501878e-14,0,1,17,1.1821438612574083e-08,5.4462738335388166e-13,1.1821438612574083e-08,1,1,1,1,global_ok+active_ok,0,1,1e-08,17,0,12,0,0.010885675806804329,0.00027894894767063766,1.3361654300054688e-08,8.3590194159927978e-09,1.8896232707479608e-08,1.1821438613691263e-08,1.0000000000000158,3.627936678135246e-12,3.626722802004468e-12,0.99999999999920974,0,active,active,0,0
18,29,1.1821438612574083e-08,5.03545571883084e-09,1,51,5.03545571883084e-09,29,3.7065568074521595e-13,5.03545571883084e-09,1.7097434579227411e-14,0,1,18,5.03545571883084e-09,3.7065568074521595e-13,5.03545571883084e-09,1,1,1,1,global_ok+active_ok,0,1,1e-08,18,0,12,0,0.010885675806349582,0.00027894894765898454,8.3590194159927978e-09,3.5606048958189012e-09,1.1821438613691263e-08,5.0354557202771207e-09,1.0000000000000153,2.0786655918782362e-12,2.0793118652577634e-12,0.99999999999980194,0,active,active,0,0
18,28,5.4462738335388166e-13,3.7065568074521595e-13,1,51,5.03545571883084e-09,29,3.7065568074521595e-13,5.03545571883084e-09,1.7097434579227411e-14,0,1,18,5.03545571883084e-09,3.7065568074521595e-13,5.03545571883084e-09,1,1,1,1,global_ok+active_ok,0,1,1e-08,18,0,12,0,0.010885675806349582,0.00027894894765898454,8.3590194159927978e-09,3.5606048958189012e-09,1.1821438613691263e-08,5.0354557202771207e-09,1.0000000000000153,2.0786655918782362e-12,2.0793118652577634e-12,0.99999999999980194,0,active,active,0,0
19,29,5.03545571883084e-09,2.5768633064885701e-09,1,53,2.5768633064885701e-09,29,2.5992842974886301e-13,2.5768633064885701e-09,1.6209256159527285e-14,0,1,19,2.5768633064885701e-09,2.5992842974886301e-13,2.5768633064885701e-09,1,1,1,1,global_ok+active_ok,0,1,1e-08,19,0,12,0,0.010885675806264317,0.00027894894765679933,3.5606048958189012e-09,1.8221175271356955e-09,5.0354557202771207e-09,2.5768633060034845e-09,1.000000000000014,6.0671265483204599e-13,6.0628968208402086e-13,0.99999999999997879,0,active,active,0,0
19,28,3.7065568074521595e-13,2.5992842974886301e-13,1,53,2.5768633064885701e-09,29,2.5992842974886301e-13,2.5768633064885701e-09,1.6209256159527285e-14,0,1,19,2.5768633064885701e-09,2.5992842974886301e-13,2.5768633064885701e-09,1,1,1,1,global_ok+active_ok,0,1,1e-08,19,0,12,0,0.010885675806264317,0.00027894894765679933,3.5606048958189012e-09,1.8221175271356955e-09,5.0354557202771207e-09,2.5768633060034845e-09,1.000000000000014,6.0671265483204599e-13,6.0628968208402086e-13,0.99999999999997879,0,active,active,0,0
20,29,2.5768633064885701e-09,1.5767344810421869e-09,1,35,1.5767344810421869e-09,29,2.6091976341627189e-13,1.5767344810421869e-09,1.4432899320127035e-14,1,1,20,1.5767344810421869e-09,2.5992842974886301e-13,1.5767344810421869e-09,1,1,1,1,global_ok+active_ok,0,1,1e-08,20,0,12,0,0.010885675806157735,0.00027894894765406872,1.8221175271356955e-09,1.1149196590808789e-09,2.5768633060034845e-09,1.5767344812398549e-09,1.0000000000000162,1.0402309488384343e-12,1.0402542927338969e-12,0.99999999999999367,0,active,active,0,0
20,27,3.3315386620261689e-13,6.137107390435361e-14,1,35,1.5767344810421869e-09,29,2.6091976341627189e-13,1.5767344810421869e-09,1.4432899320127035e-14,1,1,20,1.5767344810421869e-09,2.5992842974886301e-13,1.5767344810421869e-09,1,1,1,1,global_ok+active_ok,0,1,1e-08,20,0,12,0,0.010885675806157735,0.00027894894765406872,1.8221175271356955e-09,1.1149196590808789e-09,2.5768633060034845e-09,1.5767344812398549e-09,1.0000000000000162,1.0402309488384343e-12,1.0402542927338969e-12,0.99999999999999367,0,active,active,0,0
21,29,1.5767344810421869e-09,9.858041811523129e-10,1,37,9.858041811523129e-10,29,2.3240623831384673e-13,9.858041811523129e-10,1.1990408665951691e-14,0,1,21,9.858041811523129e-10,2.3240623831384673e-13,9.858041811523129e-10,1,1,1,1,global_ok+active_ok,0,1,1e-08,21,0,12,0,0.010885675806228789,0.00027894894765588904,1.1149196590808789e-09,6.9706884104492418e-10,1.5767344812398549e-09,9.8580418151197476e-10,1.0000000000000147,2.3409129206534753e-12,2.3421137571304731e-12,1.0000000000000031,0,active,active,0,0
21,28,2.6091976341627189e-13,2.3240623831384673e-13,1,37,9.858041811523129e-10,29,2.3240623831384673e-13,9.858041811523129e-10,1.1990408665951691e-14,0,1,21,9.858041811523129e-10,2.3240623831384673e-13,9.858041811523129e-10,1,1,1,1,global_ok+active_ok,0,1,1e-08,21,0,12,0,0.010885675806228789,0.00027894894765588904,1.1149196590808789e-09,6.9706884104492418e-10,1.5767344812398549e-09,9.8580418151197476e-10,1.0000000000000147,2.3409129206534753e-12,2.3421137571304731e-12,1.0000000000000031,0,active,active,0,0
22,29,9.858041811523129e-10,7.3770092848145093e-10,1,39,7.3770092848145093e-10,29,3.0954080384493316e-13,7.3770092848145093e-10,1.1768364061026659e-14,0,1,22,7.3770092848145093e-10,2.3240623831384673e-13,7.3770092848145093e-10,1,1,1,1,global_ok+active_ok,0,1,1e-08,22,0,12,0,0.010885675806107997,0.00027894894765279402,6.9706884104492418e-10,5.2163337505309034e-10,9.8580418151197476e-10,7.3770092863929725e-10,1.0000000000000171,9.3262263845713986e-14,9.5310821746162992e-14,1.0000000000000013,0,active,active,0,0
22,28,2.3240623831384673e-13,3.0954080384493316e-13,1,39,7.3770092848145093e-10,29,3.0954080384493316e-13,7.3770092848145093e-10,1.1768364061026659e-14,0,1,22,7.3770092848145093e-10,2.3240623831384673e-13,7.3770092848145093e-10,1,1,1,1,global_ok+active_ok,0,1,1e-08,22,0,12,0,0.010885675806107997,0.00027894894765279402,6.9706884104492418e-10,5.2163337505309034e-10,9.8580418151197476e-10,7.3770092863929725e-10,1.0000000000000171,9.3262263845713986e-14,9.5310821746162992e-14,1.0000000000000013,0,active,active,0,0
23,29,7.3770092848145093e-10,4.907427711788873e-10,1,41,4.907427711788873e-10,29,2.0330534087682238e-13,4.907427711788873e-10,1.4654943925052066e-14,0,1,23,4.907427711788873e-10,2.0330534087682238e-13,4.907427711788873e-10,1,1,1,1,global_ok+active_ok,0,1,1e-08,23,0,12,0,0.010885675806044048,0.00027894894765115557,5.2163337505309034e-10,3.4700757102423711e-10,7.3770092863929725e-10,4.9074277107671323e-10,1.0000000000000113,2.012119696806302e-13,2.0312868148995946e-13,0.99999999999999545,0,active,active,0,0
23,28,3.0954080384493316e-13,2.0330534087682238e-13,1,41,4.907427711788873e-10,29,2.0330534087682238e-13,4.907427711788873e-10,1.4654943925052066e-14,0,1,23,4.907427711788873e-10,2.0330534087682238e-13,4.907427711788873e-10,1,1,1,1,global_ok+active_ok,0,1,1e-08,23,0,12,0,0.010885675806044048,0.00027894894765115557,5.2163337505309034e-10,3.4700757102423711e-10,7.3770092863929725e-10,4.9074277107671323e-10,1.0000000000000113,2.012119696806302e-13,2.0312868148995946e-13,0.99999999999999545,0,active,active,0,0
24,29,4.907427711788873e-10,3.3182952855846739e-10,1,43,3.3182952855846739e-10,29,1.4493671007866063e-13,3.3182952855846739e-10,1.3100631690576847e-14,0,1,24,3.3182952855846739e-10,1.4493671007866063e-13,3.3182952855846739e-10,1,1,1,1,global_ok+active_ok,0,1,1e-08,24,0,12,0,0.010885675806086681,0.00027894894765224796,3.4700757102423711e-10,2.3463893211937887e-10,4.9074277107671323e-10,3.3182952841155406e-10,1.0000000000000153,1.5224308044273892e-13,1.505088865402496e-13,0.99999999999999767,0,active,active,0,0
