method,repeat,requested_k,basis_cols,returned_k,iterations,status,time_total_sec,max_relative_eigen_residual,max_relative_eigen_residual_index,relative_fixed_point_residual,best_so_far_enabled,best_so_far_updated,best_so_far_step,best_so_far_source,best_so_far_basis_cols,best_so_far_max_residual,best_so_far_max_residual_index,final_returned_from_best_so_far,pair28_best_residual,pair29_best_residual,relaxed_accept_enabled,accepted_steps,rejected_steps,min_accepted_steps,early_jump_to_continuation,cluster_aware_accept_enabled,soft_cluster_locking_enabled,gap28_29,relative_gap28_29,cluster_residual_fro,cluster_residual_max,pair28_lock_state,pair29_lock_state,cluster_hard_locked,cluster_soft_locked_count
IPT_CUDA_BLOCK_CLUSTER,1,30,42,30,200,success,25.836429290939122,9.6169363631569112e-14,29,2.4942948324109753,1,1,39,davidson_continuation,42,9.6169363631569112e-14,29,0,8.8447439814995177e-14,9.6169363631569112e-14,1,39,1,12,0,1,1,0.010885675806335371,0.00027894894765861998,9.2515110690807807e-14,9.6418640225493352e-14,converged,converged,0,0
