method,k,avg_solve_time_sec,avg_api_total_time_sec,avg_preparation_time_sec,avg_transfer_setup_time_sec,avg_iteration_time_sec,avg_rayleigh_ritz_time_sec,avg_iterations,avg_matvecs,last_first_eigenvalue,last_max_relative_residual,last_relative_fixed_point_residual,eigenvalue_abs_residual,status,error,tol,maxiter
PRIMME_CUBLAS,10,0.62705136630684133,0.62864890284836294,0,0.0015975365415215493,0,0,767.79999999999995,1146.8,-56.05451687036075,9.4609856722175914e-13,nan,0,0,,9.9999999999999998e-13,5000
IPT_CUDA_BLOCK_CLUSTER,10,0.077495194000000017,0.39355829972773793,0.3108954384,0.0019160504000000002,0.076018838999999991,0.0014763549999999999,100,1919,-56.054516870360814,2.7315118105265879e-14,1.1796087214314024,6.3948846218409017e-14,0,,9.9999999999999998e-13,100
