davidson_step,pair_index,residual,selected_by_residual,selected_forced,skipped_converged,skipped_active_tol,skipped_linear_dependent,skipped_locked_old_logic_should_not_happen,correction_norm_before_ortho,correction_norm_after_ortho
1,29,0.0016079560165719235,1,0,0,0,0,0,0.075578785357010667,0.072796413164136362
1,28,8.5888227243602355e-11,1,0,0,0,0,0,4.206839624964283e-09,4.0886326291746682e-09
2,29,0.0004056703789886926,1,0,0,0,0,0,0.013867298281706504,0.011385317472494527
2,28,9.9721445994316956e-12,1,0,0,0,0,0,5.8329022268424483e-10,4.0061417889231751e-10
3,29,0.00012917534295582732,1,0,0,0,0,0,0.0084648795715486867,0.0068479258727036085
3,28,3.4824378893597769e-12,1,0,0,0,0,0,2.1159529119654825e-10,7.8048475526991582e-11
4,29,9.838250322034172e-05,1,0,0,0,0,0,0.0067279316769263782,0.0045541366642566561
4,28,2.6001135310056777e-12,1,0,0,0,0,0,1.3586942729125984e-10,5.3778131260448486e-11
5,29,5.5370712201088218e-05,1,0,0,0,0,0,0.0032890270595184509,0.0023856166408407083
5,28,1.5074181402631823e-12,1,0,0,0,0,0,7.6667947113863766e-11,3.5425265682730102e-11
6,29,4.3069426037010335e-05,1,0,0,0,0,0,0.0019208697972205751,0.0016173329053226278
6,28,1.232993568831923e-12,1,0,0,0,0,0,5.8477048566217204e-11,3.7222043806662383e-11
7,29,2.617435407566326e-05,1,0,0,0,0,0,0.00099536434068397853,0.00085649096885740967
7,28,8.6076086599189727e-13,1,0,0,0,0,0,4.3764985921604005e-11,2.9854528023279566e-11
8,29,1.2566047796791166e-05,1,0,0,0,0,0,0.00063798822400216906,0.00054604147616478321
8,28,7.3962991916819685e-13,1,0,0,0,0,0,3.3851901766676871e-11,2.3346069921656194e-11
9,29,7.2003732442562627e-06,1,0,0,0,0,0,0.00047832226176896701,0.00032256267299260927
9,27,5.5281317504113109e-13,1,0,0,0,0,0,2.7350628281266455e-11,2.6895242225463526e-11
10,29,4.2873201858566555e-06,1,0,0,0,0,0,0.00039210632355362452,0.00024048476382346174
10,28,5.1907135688415542e-13,1,0,0,0,0,0,1.8814326846654949e-11,1.5466932275141212e-11
11,29,3.8651634469774697e-06,1,0,0,0,0,0,0.00018725804139416041,0.00017514348002441632
11,24,4.5169815223751475e-13,1,0,0,0,0,0,2.3624800032654881e-11,2.1726741988980909e-11
12,29,3.4431878989360543e-06,1,0,0,0,0,0,0.00016575778930286048,0.00014170237928440535
12,28,2.455308328071162e-13,1,0,0,0,0,0,9.4858148266957747e-12,8.2407907656337924e-12
13,29,3.1843371721749973e-06,1,0,0,0,0,0,0.00023516188877370573,0.00017551761050205926
13,1,2.372802324402292e-13,1,0,0,0,0,0,9.034274164118185e-12,8.7401977704106814e-12
14,29,3.1340404756476913e-06,1,0,0,0,0,0,0.00024910171599220568,0.00016268454366298688
14,24,1.4076552005863671e-13,1,0,0,0,0,0,8.465029506657459e-12,4.8549154882799496e-12
15,29,1.8679361716038419e-06,1,0,0,0,0,0,0.00012196457580647914,8.0531305936092112e-05
