davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted
1,29,0.0016079560165719235,0.0004056703789886926,1,35,0.0004056703789886926,29,9.9721445994316956e-12,0.0004056703789886926,1.3766765505351941e-14,0
1,28,8.5888227243602355e-11,9.9721445994316956e-12,1,35,0.0004056703789886926,29,9.9721445994316956e-12,0.0004056703789886926,1.3766765505351941e-14,0
2,29,0.0004056703789886926,0.00012917534295582732,1,37,0.00012917534295582732,29,3.4824378893597769e-12,0.00012917534295582732,1.6875389974302379e-14,0
2,28,9.9721445994316956e-12,3.4824378893597769e-12,1,37,0.00012917534295582732,29,3.4824378893597769e-12,0.00012917534295582732,1.6875389974302379e-14,0
3,29,0.00012917534295582732,9.838250322034172e-05,1,39,9.838250322034172e-05,29,2.6001135310056777e-12,9.838250322034172e-05,1.5543122344752192e-14,0
3,28,3.4824378893597769e-12,2.6001135310056777e-12,1,39,9.838250322034172e-05,29,2.6001135310056777e-12,9.838250322034172e-05,1.5543122344752192e-14,0
4,29,9.838250322034172e-05,5.5370712201088218e-05,1,41,5.5370712201088218e-05,29,1.5074181402631823e-12,5.5370712201088218e-05,1.7763568394002505e-14,0
4,28,2.6001135310056777e-12,1.5074181402631823e-12,1,41,5.5370712201088218e-05,29,1.5074181402631823e-12,5.5370712201088218e-05,1.7763568394002505e-14,0
5,29,5.5370712201088218e-05,4.3069426037010335e-05,1,43,4.3069426037010335e-05,29,1.232993568831923e-12,4.3069426037010335e-05,1.8429702208777599e-14,0
5,28,1.5074181402631823e-12,1.232993568831923e-12,1,43,4.3069426037010335e-05,29,1.232993568831923e-12,4.3069426037010335e-05,1.8429702208777599e-14,0
6,29,4.3069426037010335e-05,2.617435407566326e-05,1,45,2.617435407566326e-05,29,8.6076086599189727e-13,2.617435407566326e-05,1.4654943925052066e-14,0
6,28,1.232993568831923e-12,8.6076086599189727e-13,1,45,2.617435407566326e-05,29,8.6076086599189727e-13,2.617435407566326e-05,1.4654943925052066e-14,0
7,29,2.617435407566326e-05,1.2566047796791166e-05,1,47,1.2566047796791166e-05,29,7.3962991916819685e-13,1.2566047796791166e-05,1.6209256159527285e-14,0
7,28,8.6076086599189727e-13,7.3962991916819685e-13,1,47,1.2566047796791166e-05,29,7.3962991916819685e-13,1.2566047796791166e-05,1.6209256159527285e-14,0
8,29,1.2566047796791166e-05,7.2003732442562627e-06,1,49,7.2003732442562627e-06,29,5.2960142959382599e-13,7.2003732442562627e-06,1.6653345369377348e-14,0
8,28,7.3962991916819685e-13,5.2960142959382599e-13,1,49,7.2003732442562627e-06,29,5.2960142959382599e-13,7.2003732442562627e-06,1.6653345369377348e-14,0
9,29,7.2003732442562627e-06,4.2873201858566555e-06,1,51,4.2873201858566555e-06,29,5.1907135688415542e-13,4.2873201858566555e-06,1.532107773982716e-14,0
9,27,5.5281317504113109e-13,4.7812634373132571e-14,1,51,4.2873201858566555e-06,29,5.1907135688415542e-13,4.2873201858566555e-06,1.532107773982716e-14,0
10,29,4.2873201858566555e-06,3.8651634469774697e-06,1,35,3.8651634469774697e-06,29,2.4201913688925643e-13,3.8651634469774697e-06,1.354472090042691e-14,1
10,28,5.1907135688415542e-13,2.4201913688925643e-13,1,35,3.8651634469774697e-06,29,2.4201913688925643e-13,3.8651634469774697e-06,1.354472090042691e-14,1
11,29,3.8651634469774697e-06,3.4431878989360543e-06,1,37,3.4431878989360543e-06,29,2.455308328071162e-13,3.4431878989360543e-06,1.3766765505351941e-14,0
11,24,4.5169815223751475e-13,1.4377648482965561e-13,1,37,3.4431878989360543e-06,29,2.455308328071162e-13,3.4431878989360543e-06,1.3766765505351941e-14,0
12,29,3.4431878989360543e-06,3.1843371721749973e-06,1,39,3.1843371721749973e-06,29,1.31037910064514e-13,3.1843371721749973e-06,1.4432899320127035e-14,0
12,28,2.455308328071162e-13,1.31037910064514e-13,1,39,3.1843371721749973e-06,29,1.31037910064514e-13,3.1843371721749973e-06,1.4432899320127035e-14,0
13,29,3.1843371721749973e-06,3.1340404756476913e-06,1,41,3.1340404756476913e-06,29,1.2901026401583399e-13,3.1340404756476913e-06,1.5543122344752192e-14,0
13,1,2.372802324402292e-13,6.2463070085684073e-14,1,41,3.1340404756476913e-06,29,1.2901026401583399e-13,3.1340404756476913e-06,1.5543122344752192e-14,0
14,29,3.1340404756476913e-06,1.8679361716038419e-06,1,43,1.8679361716038419e-06,29,1.184372142414544e-13,1.8679361716038419e-06,1.4876988529977098e-14,0
14,24,1.4076552005863671e-13,6.9875015362766658e-14,1,43,1.8679361716038419e-06,29,1.184372142414544e-13,1.8679361716038419e-06,1.4876988529977098e-14,0
15,29,1.8679361716038419e-06,1.0854150168558284e-06,1,45,1.0854150168558284e-06,29,1.1467883092929768e-13,1.0854150168558284e-06,1.2656542480726785e-14,0
15,6,1.228578778623693e-13,4.122571633509277e-14,1,45,1.0854150168558284e-06,29,1.1467883092929768e-13,1.0854150168558284e-06,1.2656542480726785e-14,0
16,29,1.0854150168558284e-06,9.5989797311261014e-07,1,47,9.5989797311261014e-07,29,6.6606107811979231e-14,9.5989797311261014e-07,1.4210854715202004e-14,0
16,28,1.1467883092929768e-13,6.6606107811979231e-14,1,47,9.5989797311261014e-07,29,6.6606107811979231e-14,9.5989797311261014e-07,1.4210854715202004e-14,0
17,29,9.5989797311261014e-07,7.1753706632732223e-07,1,49,7.1753706632732223e-07,29,6.6192085319799531e-14,7.1753706632732223e-07,1.6875389974302379e-14,0
17,14,1.069250300242052e-13,3.4657438296421113e-14,1,49,7.1753706632732223e-07,29,6.6192085319799531e-14,7.1753706632732223e-07,1.6875389974302379e-14,0
18,29,7.1753706632732223e-07,4.2720417476775258e-07,1,50,4.2720417476775258e-07,29,6.4466572135338025e-14,4.2720417476775258e-07,1.4876988529977098e-14,0
19,29,4.2720417476775258e-07,2.5098291663533292e-07,1,51,2.5098291663533292e-07,29,6.4408216908604923e-14,2.5098291663533292e-07,1.4210854715202004e-14,0
20,29,2.5098291663533292e-07,1.3457618931919812e-07,1,52,1.3457618931919812e-07,29,6.4438392782260879e-14,1.3457618931919812e-07,1.3322676295501878e-14,0
21,29,1.3457618931919812e-07,7.7784699686449739e-08,1,53,7.7784699686449739e-08,29,6.4480136190642381e-14,7.7784699686449739e-08,1.354472090042691e-14,0
22,29,7.7784699686449739e-08,4.2755518605073044e-08,1,54,4.2755518605073044e-08,29,6.433847821988126e-14,4.2755518605073044e-08,1.6209256159527285e-14,0
23,29,4.2755518605073044e-08,3.1436737413088616e-08,1,35,3.1436737413088616e-08,29,6.4828048925103518e-14,3.1436737413088616e-08,1.4876988529977098e-14,1
24,29,3.1436737413088616e-08,2.3273873184753278e-08,1,36,2.3273873184753278e-08,29,6.5595447831255248e-14,2.3273873184753278e-08,1.354472090042691e-14,0
25,29,2.3273873184753278e-08,1.5709671847825301e-08,1,37,1.5709671847825301e-08,29,6.4314406393319025e-14,1.5709671847825301e-08,1.354472090042691e-14,0
26,29,1.5709671847825301e-08,9.7688428662296575e-09,1,38,9.7688428662296575e-09,29,6.4405213058378494e-14,9.7688428662296575e-09,1.3988810110276972e-14,0
27,29,9.7688428662296575e-09,5.6359578501587266e-09,1,39,5.6359578501587266e-09,29,6.4454685361977019e-14,5.6359578501587266e-09,1.2656542480726785e-14,0
28,29,5.6359578501587266e-09,2.7551580933210555e-09,1,40,2.7551580933210555e-09,29,6.3232246542621506e-14,2.7551580933210555e-09,1.4210854715202004e-14,0
29,29,2.7551580933210555e-09,1.1986358492203298e-09,1,41,1.1986358492203298e-09,29,6.3294978090272358e-14,1.1986358492203298e-09,1.2878587085651816e-14,0
30,29,1.1986358492203298e-09,5.7027509093696078e-10,1,42,5.7027509093696078e-10,29,6.2959819940859412e-14,5.7027509093696078e-10,1.3100631690576847e-14,0
31,29,5.7027509093696078e-10,3.5530179513056838e-10,1,43,3.5530179513056838e-10,29,6.3312825100752318e-14,3.5530179513056838e-10,1.4876988529977098e-14,0
32,29,3.5530179513056838e-10,2.5809213713078141e-10,1,44,2.5809213713078141e-10,29,6.3299779179564143e-14,2.5809213713078141e-10,1.354472090042691e-14,0
33,29,2.5809213713078141e-10,2.000104463073053e-10,1,45,2.000104463073053e-10,29,6.3817065703228935e-14,2.000104463073053e-10,1.4432899320127035e-14,0
34,29,2.000104463073053e-10,1.6948458090510343e-10,1,46,1.6948458090510343e-10,29,6.314388955576702e-14,1.6948458090510343e-10,1.532107773982716e-14,0
35,29,1.6948458090510343e-10,1.3000078300851537e-10,1,47,1.3000078300851537e-10,29,6.279546113713761e-14,1.3000078300851537e-10,1.354472090042691e-14,0
36,29,1.3000078300851537e-10,1.0103179514298775e-10,1,48,1.0103179514298775e-10,29,6.2769796917008184e-14,1.0103179514298775e-10,1.5987211554602254e-14,0
37,29,1.0103179514298775e-10,8.6436057769411656e-11,1,49,8.6436057769411656e-11,29,6.2665899502185368e-14,8.6436057769411656e-11,1.5099033134902129e-14,0
38,29,8.6436057769411656e-11,7.18825938638751e-11,1,50,7.18825938638751e-11,29,6.2905131410643216e-14,7.18825938638751e-11,1.4876988529977098e-14,0
39,29,7.18825938638751e-11,4.8288027427165303e-11,1,51,4.8288027427165303e-11,29,6.2772824014450193e-14,4.8288027427165303e-11,1.6653345369377348e-14,0
40,29,4.8288027427165303e-11,2.8707870270886921e-11,1,52,2.8707870270886921e-11,29,6.2407042851650445e-14,2.8707870270886921e-11,1.5099033134902129e-14,0
