davidson_step,active_pairs,accepted_corrections,rejected_corrections,correction_norm_before_ortho,correction_norm_after_ortho,residual_before_global,residual_after_global,pair_28_before,pair_28_after,pair_29_before,pair_29_after,accepted,reject_reason,basis_cols_before,basis_cols_after,orthogonality_error_before,orthogonality_error_after
31,28;29,0,2,3.2493648668082354e-08;34.746051647115756,3.0222874543562395e-08;32.893418076408317,0.010215667499096623,0.015425258658699694,4.2832268325956478e-10,4.6444668030540881e-10,0.010215667499096623,0.015425258658699694,0,global_not_improved,35,35,1.6431300764452317e-14,1.1768364061026659e-14
