method,k,avg_solve_time_sec,avg_api_total_time_sec,avg_preparation_time_sec,avg_transfer_setup_time_sec,avg_iteration_time_sec,avg_rayleigh_ritz_time_sec,avg_iterations,avg_matvecs,last_first_eigenvalue,last_max_absolute_residual,last_relative_fixed_point_residual,eigenvalue_abs_residual,status,error,tol,maxiter
IPT_CUDA_BLOCK_CLUSTER,30,5.5346369650000007,11.707362823188305,3.9730038090000002,2.1865742620000002,5.5101141570000003,0.024522808,1000,32078,-40.190776252600642,0.23769193535525346,4.075659359994221,nan,0,,9.9999999999999998e-13,1000
