davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted
1,29,0.00071184485687988887,2.9289389259096168e-05,1,35,2.9289389259096168e-05,29,6.2762716360714672e-13,2.9289389259096168e-05,1.532107773982716e-14,0
1,28,7.5979674608326615e-12,6.2762716360714672e-13,1,35,2.9289389259096168e-05,29,6.2762716360714672e-13,2.9289389259096168e-05,1.532107773982716e-14,0
2,29,2.9289389259096168e-05,1.0646102845654764e-05,1,37,1.0646102845654764e-05,29,5.6818179231676816e-13,1.0646102845654764e-05,1.4210854715202004e-14,0
2,28,6.2762716360714672e-13,5.6818179231676816e-13,1,37,1.0646102845654764e-05,29,5.6818179231676816e-13,1.0646102845654764e-05,1.4210854715202004e-14,0
3,29,1.0646102845654764e-05,4.9075768965652017e-06,1,39,4.9075768965652017e-06,29,8.5822669454022575e-13,4.9075768965652017e-06,1.6653345369377348e-14,0
3,28,5.6818179231676816e-13,8.5822669454022575e-13,1,39,4.9075768965652017e-06,29,8.5822669454022575e-13,4.9075768965652017e-06,1.6653345369377348e-14,0
4,29,4.9075768965652017e-06,2.6375730597040849e-06,1,41,2.6375730597040849e-06,29,7.6684241178992873e-13,2.6375730597040849e-06,1.5543122344752192e-14,0
4,28,8.5822669454022575e-13,7.6684241178992873e-13,1,41,2.6375730597040849e-06,29,7.6684241178992873e-13,2.6375730597040849e-06,1.5543122344752192e-14,0
5,29,2.6375730597040849e-06,1.7604831706430433e-06,1,43,1.7604831706430433e-06,29,4.2596171037705026e-13,1.7604831706430433e-06,1.4210854715202004e-14,0
5,28,7.6684241178992873e-13,4.2596171037705026e-13,1,43,1.7604831706430433e-06,29,4.2596171037705026e-13,1.7604831706430433e-06,1.4210854715202004e-14,0
6,29,1.7604831706430433e-06,9.8395820047342684e-07,1,45,9.8395820047342684e-07,29,2.3160516991557861e-13,9.8395820047342684e-07,1.5099033134902129e-14,0
6,28,4.2596171037705026e-13,2.3160516991557861e-13,1,45,9.8395820047342684e-07,29,2.3160516991557861e-13,9.8395820047342684e-07,1.5099033134902129e-14,0
7,29,9.8395820047342684e-07,5.1375506174726485e-07,1,47,5.1375506174726485e-07,29,2.2351011410550015e-13,5.1375506174726485e-07,1.7763568394002505e-14,0
7,27,3.8796487409122823e-13,2.5979266526602933e-13,1,47,5.1375506174726485e-07,29,2.2351011410550015e-13,5.1375506174726485e-07,1.7763568394002505e-14,0
8,29,5.1375506174726485e-07,3.1893048402911964e-07,1,49,3.1893048402911964e-07,29,2.2402630493903881e-13,3.1893048402911964e-07,1.3766765505351941e-14,0
8,27,2.5979266526602933e-13,6.7233404751904615e-14,1,49,3.1893048402911964e-07,29,2.2402630493903881e-13,3.1893048402911964e-07,1.3766765505351941e-14,0
9,29,3.1893048402911964e-07,1.9502136456953572e-07,1,51,1.9502136456953572e-07,29,1.6938786988497231e-13,1.9502136456953572e-07,1.4654943925052066e-14,0
9,28,2.2402630493903881e-13,1.6938786988497231e-13,1,51,1.9502136456953572e-07,29,1.6938786988497231e-13,1.9502136456953572e-07,1.4654943925052066e-14,0
10,29,1.9502136456953572e-07,1.2791479397157528e-07,1,35,1.2791479397157528e-07,29,1.2709124670935461e-13,1.2791479397157528e-07,1.7541523789077473e-14,1
10,28,1.6938786988497231e-13,1.2709124670935461e-13,1,35,1.2791479397157528e-07,29,1.2709124670935461e-13,1.2791479397157528e-07,1.7541523789077473e-14,1
