repeat,pair_index,lambda,relative_eigen_residual,vector_norm
1,0,-40.190776252600699,4.0536274226717911e-13,1.0000000000000011
1,1,-39.58778384603977,1.9196601350252713e-13,0.99999999999999856
1,2,-39.530151400183115,2.7570412236612272e-13,1.0000000000000016
1,3,-39.530151400183051,3.7586271671318207e-13,0.99999999999999467
1,4,-39.530151400183001,2.6127788695594928e-13,0.99999999999999623
1,5,-39.412585414388658,1.8166772155388118e-13,0.99999999999999822
1,6,-39.412585414388545,1.5294634740228491e-13,1.0000000000000016
1,7,-39.402524307527756,3.7603470084734609e-14,1.0000000000000004
1,8,-39.402524307527742,8.281662616177547e-15,1.0000000000000024
1,9,-39.402524307527571,2.7925710432007637e-13,1
1,10,-39.376663783891701,1.6324107605925487e-13,1.0000000000000018
1,11,-39.376663783891672,2.0346418071987486e-13,1.0000000000000018
1,12,-39.37666378389163,3.5390881558558778e-13,0.99999999999999623
1,13,-39.367701470295458,3.0126797588614074e-13,0.99999999999999645
1,14,-39.367701470295408,2.8396043257443166e-13,1.0000000000000044
1,15,-39.36432315045014,3.3127684253226874e-13,1.0000000000000009
1,16,-39.364323150450055,1.7133932714537854e-13,0.99999999999999833
1,17,-39.364323150449991,3.9173271868521949e-13,1.0000000000000004
1,18,-39.312786707793279,1.5873290394677539e-13,0.99999999999999933
1,19,-39.312786707793215,4.2180262719046093e-13,0.99999999999999967
1,20,-39.312786707793151,3.3808646893830926e-13,1.0000000000000027
1,21,-39.290219883813229,2.3634064991605561e-13,1.0000000000000016
1,22,-39.290219883813222,3.5926523378414098e-13,0.99999999999999889
1,23,-39.290219883813066,1.8997041861478726e-14,0.99999999999999811
1,24,-39.176458439526058,4.2847440567689087e-13,1.0000000000000087
1,25,-39.059902131173509,2.4688245230181318e-13,1.0000000000000007
1,26,-39.059902131173445,4.6038262392596293e-13,1
1,27,-39.059902131173367,3.1317780185837739e-13,1.0000000000000018
1,28,-39.023899884567108,3.0050808952015055e-13,1.0000000000000093
1,29,-39.01301420876095,4.6461638770255598e-13,1.0000000000000018
