method,repeat,requested_k,basis_cols,returned_k,pair_index,lambda,relative_eigen_residual
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,0,-40.190776252600699,7.0595890359260109e-16
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,1,-39.587783846039798,9.4456500270857065e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,2,-39.530151400183058,5.6270603141919089e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,3,-39.530151400183037,5.2087519035482295e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,4,-39.530151400182987,8.5221950318032434e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,5,-39.41258541438863,1.3177966670462426e-13
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,6,-39.41258541438858,6.6079970923185035e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,7,-39.402524307527763,3.4396409999123544e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,8,-39.402524307527734,1.541714859112551e-13
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,9,-39.402524307527706,1.9160221085370063e-13
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,10,-39.376663783891736,8.1524914593882095e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,11,-39.376663783891701,9.5349903418081163e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,12,-39.376663783891701,2.1969204595349101e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,13,-39.367701470295572,4.0967102163903208e-13
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,14,-39.367701470295493,1.3547128838905943e-13
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,15,-39.364323150450069,3.1265629132736128e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,16,-39.364323150450041,8.3851857219783039e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,17,-39.364323150450033,4.0015552055290676e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,18,-39.312786707793229,8.1319468825770352e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,19,-39.312786707793229,9.8616929350612654e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,20,-39.312786707793229,9.4484502761414581e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,21,-39.290219883813208,2.2150847799292877e-13
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,22,-39.290219883813151,2.1833593912961209e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,23,-39.290219883813151,1.1035835087581135e-13
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,24,-39.176458439526108,9.449269781429343e-13
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,25,-39.059902131173473,4.1774942221292487e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,26,-39.059902131173459,1.2282194141401816e-13
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,27,-39.059902131173445,1.8248234094477723e-13
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,28,-39.023899884567207,1.2117574597547477e-11
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,29,-39.013013617476084,9.3573944979065101e-06
