davidson_step,active_pairs,accepted_corrections,rejected_corrections,correction_norm_before_ortho,correction_norm_after_ortho,residual_before_global,residual_after_global,pair_28_before,pair_28_after,pair_29_before,pair_29_after,accepted,reject_reason,basis_cols_before,basis_cols_after,orthogonality_error_before,orthogonality_error_after
31,28;29,0,2,4.127228714791549e-09;0.0025635858806339132,2.823299592388874e-09;0.0020012234282705062,4.9677231777310539e-05,5.5118061509236171e-05,6.6243775016709885e-11,6.2022105254105079e-11,4.9677231777310539e-05,5.5118061509236171e-05,0,global_not_improved,39,39,1.7319479184152442e-14,1.3988810110276972e-14
