davidson_step,active_pairs,accepted_corrections,rejected_corrections,correction_norm_before_ortho,correction_norm_after_ortho,residual_before_global,residual_after_global,pair_28_before,pair_28_after,pair_29_before,pair_29_after,accepted,reject_reason,basis_cols_before,basis_cols_after,orthogonality_error_before,orthogonality_error_after,best_so_far_updated,best_so_far_step,best_so_far_max_residual,pair28_best_residual,pair29_best_residual,relaxed_accept_enabled,accept_global_ok,accept_active_ok,accept_locked_safe,accept_reason,reject_retry_count,retry_alpha,retry_denom_clip,accepted_steps,rejected_steps,min_accepted_steps,early_jump_to_continuation,gap28_29,relative_gap28_29,cluster_residual_fro_before,cluster_residual_fro_after,cluster_residual_max_before,cluster_residual_max_after,ritz_overlap_28_28,ritz_overlap_28_29,ritz_overlap_29_28,ritz_overlap_29_29,ritz_overlap_swap_detected,pair28_lock_state,pair29_lock_state,cluster_hard_locked,cluster_soft_locked_count
31,29,1,0,1.2798594009022793e-10,1.1015528743670156e-10,3.218737903950336e-12,2.3947319917869768e-12,7.7362873293041578e-13,7.7124313412320453e-13,3.218737903950336e-12,2.3947319917869768e-12,1,none,71,72,1.7097434579227411e-14,1.532107773982716e-14,1,31,2.3947319917869768e-12,7.7124313412320453e-13,2.3947319917869768e-12,1,1,1,1,global_ok+active_ok,0,1,3e-09,31,0,12,0,0.010885675806221684,0.00027894894765570738,3.3104040706146616e-12,2.515861141720704e-12,3.218737903950336e-12,2.3947319917869768e-12,1.0000000000000155,5.0709430976327918e-13,5.0704124244111991e-13,0.99999999999999589,0,soft,active,0,1
32,29,1,0,1.142293978712782e-10,8.5722703797916842e-11,2.3947319917869768e-12,1.6989186137459313e-12,7.7124313412320453e-13,7.7152655134898908e-13,2.3947319917869768e-12,1.6989186137459313e-12,1,none,72,73,1.532107773982716e-14,1.3322676295501878e-14,1,32,1.6989186137459313e-12,7.7124313412320453e-13,1.6989186137459313e-12,1,1,1,1,global_ok+active_ok,0,1,3e-09,32,0,12,0,0.010885675806235895,0.00027894894765607134,2.515861141720704e-12,1.8658986241403525e-12,2.3947319917869768e-12,1.6989186137459313e-12,1.0000000000000135,3.8727749483070386e-13,3.8722671828811574e-13,1.0000000000000024,0,soft,active,0,1
33,29,1,0,1.0951655497380045e-10,6.9525844210167074e-11,1.6989186137459313e-12,1.1096547354992382e-12,7.7152655134898908e-13,7.7146335585569167e-13,1.6989186137459313e-12,1.1096547354992382e-12,1,none,73,74,1.3322676295501878e-14,1.7097434579227411e-14,1,33,1.1096547354992382e-12,7.7124313412320453e-13,1.1096547354992382e-12,1,1,1,1,global_ok+active_ok,0,1,3e-09,33,0,12,0,0.010885675806271422,0.00027894894765698142,1.8658986241403525e-12,1.3514767261939845e-12,1.6989186137459313e-12,1.1096547354992382e-12,1.0000000000000135,3.7019483877731755e-13,3.7019301024076076e-13,0.999999999999997,0,soft,active,0,1
34,29,1,0,6.8294297293108461e-11,4.0490134189639473e-11,1.1096547354992382e-12,7.7133167615628224e-13,7.7146335585569167e-13,7.7133167615628224e-13,1.1096547354992382e-12,6.1482373968689715e-13,1,none,74,75,1.7097434579227411e-14,1.532107773982716e-14,1,34,7.7133167615628224e-13,7.7124313412320453e-13,6.1482373968689715e-13,1,1,1,1,global_ok+active_ok,0,1,3e-09,34,0,12,0,0.01088567580615063,0.00027894894765388689,1.3514767261939845e-12,9.8638774603329366e-13,1.1096547354992382e-12,7.7133167615628224e-13,1.0000000000000164,7.0434651652388686e-13,7.045861590385107e-13,0.99999999999999878,0,converged,converged,0,0
35,none,0,30,,,7.7133167615628224e-13,7.7133167615628224e-13,7.7133167615628224e-13,7.7133167615628224e-13,6.1482373968689715e-13,6.1482373968689715e-13,0,no_valid_correction,75,75,1.532107773982716e-14,1.532107773982716e-14,0,34,7.7133167615628224e-13,7.7124313412320453e-13,6.1482373968689715e-13,1,0,0,1,no_valid_correction,0,1,3e-09,34,1,12,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,inactive,inactive,0,0
