davidson_step,pair_index,residual,selected_by_residual,selected_forced,selected_auto_cluster,skipped_converged_in_cluster,skipped_linear_dependent,skipped_locked_old_logic_should_not_happen,correction_norm_before_ortho,correction_norm_after_ortho
1,29,0.00053233269254900073,0,0,1,0,0,0,0.027171490371372543,0.026875033845675567
1,28,3.3519289815522091e-11,0,0,1,0,0,0,1.8414874589806147e-09,1.680585404785164e-09
2,29,7.0403444048444184e-05,0,0,1,0,0,0,0.0044881846250221253,0.0039546910749041131
2,28,5.3107112481836156e-12,0,0,1,0,0,0,3.124690177420309e-10,2.5939327508378541e-10
3,29,5.5499709492587035e-05,0,0,1,0,0,0,0.0025148863435608751,0.0020213219158671937
3,28,5.1973586087908094e-12,0,0,1,0,0,0,6.1836958620482156e-10,4.3165390510316393e-10
4,29,3.1949462004470246e-05,0,0,1,0,0,0,0.0024768462581199343,0.0017536196642436749
4,28,4.6389213552987661e-12,0,0,1,0,0,0,2.4512025990046515e-10,1.7383967378750552e-10
5,29,2.2184794991290957e-05,0,0,1,0,0,0,0.0014931391136271774,0.00099444378442928457
5,28,3.1121012751853749e-12,0,0,1,0,0,0,2.4415181624870968e-10,1.6069439404149971e-10
6,29,9.6460610485410042e-06,0,0,1,0,0,0,0.00054566321233339918,0.00037057904335550251
6,28,2.8997460215518077e-12,0,0,1,0,0,0,2.099493374397689e-10,1.5829742999561717e-10
7,29,4.4965146092993787e-06,0,0,1,0,0,0,0.00020513656454147327,0.00016043259840195961
7,28,2.1954560436431935e-12,0,0,1,0,0,0,1.0323487398827003e-10,7.4592499976530992e-11
8,29,2.1731090084856168e-06,0,0,1,0,0,0,0.00017241994908120329,0.00011053222491516206
8,28,1.4139197587299664e-12,0,0,1,0,0,0,8.2480554728827228e-11,5.411375644978564e-11
9,28,9.0841753714225425e-13,0,0,1,1,0,0,0,0
9,29,1.2770049235618526e-06,0,0,1,0,0,0,9.7319369001299834e-05,6.1693598576602544e-05
10,28,9.1641792626185984e-13,0,0,1,1,0,0,0,0
10,29,9.8471954644536721e-07,0,0,1,0,0,0,5.5692004314782352e-05,4.167715485929489e-05
11,28,9.0261606752323884e-13,0,0,1,1,0,0,0,0
11,29,7.5425767135694106e-07,0,0,1,0,0,0,2.511521178563015e-05,2.0608492048444825e-05
12,28,9.0836935698615796e-13,0,0,1,1,0,0,0,0
12,29,3.8126240992371449e-07,0,0,1,0,0,0,1.523220691202241e-05,1.3655933232826887e-05
13,28,9.1137967175764013e-13,0,0,1,1,0,0,0,0
13,29,2.2973406529385834e-07,0,0,1,0,0,0,8.6464438853564617e-06,7.6690262353843795e-06
14,28,9.1216698829644166e-13,0,0,1,1,0,0,0,0
14,29,1.2684184933790651e-07,0,0,1,0,0,0,4.7346767784294703e-06,4.0337938129878914e-06
15,28,9.0790255396013774e-13,0,0,1,1,0,0,0,0
15,29,6.4218233295185554e-08,0,0,1,0,0,0,2.5854988388919628e-06,2.1127538510875124e-06
16,28,8.9244618866102223e-13,0,0,1,1,0,0,0,0
16,29,3.3441808026585831e-08,0,0,1,0,0,0,1.8070184611385875e-06,1.2749999785171488e-06
17,28,8.8656479408169847e-13,0,0,1,1,0,0,0,0
17,29,2.2450977513635865e-08,0,0,1,0,0,0,1.7209708155967388e-06,1.0360101523012717e-06
18,28,8.8171427648413078e-13,0,0,1,1,0,0,0,0
18,29,1.4694291511136603e-08,0,0,1,0,0,0,8.3775006435790198e-07,5.2422687089922368e-07
19,28,8.6647716718471563e-13,0,0,1,1,0,0,0,0
19,29,8.0193332354605091e-09,0,0,1,0,0,0,3.9173526810089896e-07,3.0494238207385073e-07
20,28,8.5852719914132753e-13,0,0,1,1,0,0,0,0
20,29,4.628727204760663e-09,0,0,1,0,0,0,1.9130100068148637e-07,1.5935655805309809e-07
21,28,8.5670604030668302e-13,0,0,1,1,0,0,0,0
21,29,2.784624325681122e-09,0,0,1,0,0,0,1.0303252398135802e-07,8.9893971549960187e-08
22,28,8.3891073118639355e-13,0,0,1,1,0,0,0,0
22,29,1.444219025858998e-09,0,0,1,0,0,0,5.519832752844946e-08,4.62711973773087e-08
23,28,8.2612836124356657e-13,0,0,1,1,0,0,0,0
23,29,7.20247204965385e-10,0,0,1,0,0,0,3.9212156497871975e-08,2.8048560417469731e-08
24,28,8.1200843565651491e-13,0,0,1,1,0,0,0,0
24,29,4.6295662362697105e-10,0,0,1,0,0,0,3.1544883347444241e-08,1.8453173894407419e-08
25,28,7.940312821069955e-13,0,0,1,1,0,0,0,0
25,29,2.6679258460230015e-10,0,0,1,0,0,0,1.511616134279603e-08,9.1023699224555497e-09
26,28,7.8468525725752371e-13,0,0,1,1,0,0,0,0
26,29,1.3369962451416306e-10,0,0,1,0,0,0,5.6708647921705666e-09,4.1542418201592862e-09
27,28,7.8377530005148304e-13,0,0,1,1,0,0,0,0
27,29,6.6364616138796105e-11,0,0,1,0,0,0,2.3521332556609503e-09,1.9354959472330653e-09
28,28,7.7986797184464183e-13,0,0,1,1,0,0,0,0
28,29,2.919163089757088e-11,0,0,1,0,0,0,1.058877457940495e-09,9.1293007446539916e-10
29,28,7.7340504082531412e-13,0,0,1,1,0,0,0,0
29,29,1.369320875677878e-11,0,0,1,0,0,0,4.6527664422292044e-10,4.1477093996264365e-10
30,28,7.733888352165938e-13,0,0,1,1,0,0,0,0
30,29,5.6580807619840183e-12,0,0,1,0,0,0,2.0637823131815528e-10,1.876226685248771e-10
31,28,7.7362873293041578e-13,0,0,1,1,0,0,0,0
