method,k,avg_solve_time_sec,avg_api_total_time_sec,avg_preparation_time_sec,avg_transfer_setup_time_sec,avg_iteration_time_sec,avg_rayleigh_ritz_time_sec,avg_iterations,avg_matvecs,last_first_eigenvalue,last_max_relative_residual,last_relative_fixed_point_residual,eigenvalue_abs_residual,status,error,tol,maxiter
PRIMME_CUBLAS,30,4.5038181161507964,4.5153351009357721,0,0.011516984784975648,0,0,2766.8000000000002,5000,-40.190776252600614,nan,nan,0,-3,dprimme returned -3,9.9999999999999998e-13,5000
IPT_CUDA_BLOCK_CLUSTER,30,0.59959150139999995,6.7522413968108594,5.6681065357999998,0.46493778600000002,0.53260333860000009,0.066988162800000001,100,3075,-40.190776252600514,0.029434851559528845,1.0040939461960718,9.9475983006414026e-14,0,,9.9999999999999998e-13,1000
